,start_date,end_date,state,pollster,fte_grade,sample_size,population,Clinton,Trump,dem_lead
510,2016-09-06,2016-09-08,Arizona,Marist College,A,649.0,lv,38.72857,43.117059999999995,-4.388489999999997
521,2016-09-06,2016-09-08,Iowa,RABA Research,C+,1054.0,lv,41.88816,43.90862,-2.02046
545,2016-09-06,2016-09-08,New Hampshire,Marist College,A,737.0,lv,40.10232,40.586870000000005,-0.4845500000000058
577,2016-09-06,2016-09-08,Nevada,Marist College,A,627.0,lv,41.682359999999996,45.05898,-3.3766200000000026
727,2016-09-06,2016-09-08,Indiana,Public Opinion Strategies,B,600.0,lv,38.25411,47.08829,-8.834180000000003
2134,2016-09-06,2016-09-08,U.S.,Morning Consult,,1710.0,lv,44.593740000000004,43.21347,1.380270000000003
2703,2016-09-06,2016-09-08,U.S.,The Times-Picayune/Lucid,,1780.0,lv,44.49807,40.55916,3.93891
3936,2016-09-06,2016-09-08,Georgia,Marist College,A,625.0,lv,42.300779999999996,46.99573,-4.694950000000006
3954,2016-09-06,2016-09-08,Arizona,Marist College,A,649.0,lv,38.59941,43.42451,-4.825099999999999
3964,2016-09-06,2016-09-08,Iowa,RABA Research,C+,1054.0,lv,41.93455,44.00747,-2.0729199999999963
3988,2016-09-06,2016-09-08,New Hampshire,Marist College,A,737.0,lv,39.95775,40.939009999999996,-0.9812599999999989
4036,2016-09-06,2016-09-08,Nevada,Marist College,A,627.0,lv,41.55511,45.3609,-3.805790000000002
4184,2016-09-06,2016-09-08,Indiana,Public Opinion Strategies,B,600.0,lv,38.24537,47.22157,-8.976199999999999
5531,2016-09-06,2016-09-08,U.S.,Morning Consult,,1710.0,lv,44.49841,43.59218,0.9062300000000008
6091,2016-09-06,2016-09-08,U.S.,The Times-Picayune/Lucid,,1780.0,lv,44.44166,40.72571,3.7159499999999994
7317,2016-09-06,2016-09-08,Georgia,Marist College,A,625.0,lv,42.29202,46.8633,-4.571280000000002
7335,2016-09-06,2016-09-08,Arizona,Marist College,A,649.0,lv,38.59473,43.26527,-4.670540000000003
7346,2016-09-06,2016-09-08,Iowa,RABA Research,C+,1054.0,lv,41.9964,43.78161,-1.7852099999999993
7370,2016-09-06,2016-09-08,New Hampshire,Marist College,A,737.0,lv,39.95796,40.74762,-0.7896599999999978
7402,2016-09-06,2016-09-08,Nevada,Marist College,A,627.0,lv,41.549820000000004,45.20564,-3.6558199999999985
7552,2016-09-06,2016-09-08,Indiana,Public Opinion Strategies,B,600.0,lv,38.25372,47.05673,-8.80301
8958,2016-09-06,2016-09-08,U.S.,Morning Consult,,1710.0,lv,44.50826,43.334590000000006,1.1736699999999942
9527,2016-09-06,2016-09-08,U.S.,The Times-Picayune/Lucid,,1780.0,lv,44.44104,40.56176,3.8792800000000014
581,2016-09-07,2016-09-08,Florida,JMC Enterprises,C,781.0,lv,44.1373,48.97255,-4.835249999999995
1547,2016-09-07,2016-09-08,U.S.,Gravis Marketing,B-,2348.0,lv,43.9571,39.84618,4.11092
4043,2016-09-07,2016-09-08,Florida,JMC Enterprises,C,781.0,lv,44.17706,49.20012,-5.023060000000001
4995,2016-09-07,2016-09-08,U.S.,Gravis Marketing,B-,2348.0,lv,43.88134,40.29065,3.590690000000002
7406,2016-09-07,2016-09-08,Florida,JMC Enterprises,C,781.0,lv,44.03307,49.09407,-5.061
8372,2016-09-07,2016-09-08,U.S.,Gravis Marketing,B-,2348.0,lv,43.89797,40.05588,3.842089999999999
1372,2016-09-01,2016-09-09,Utah,Dan Jones & Associates,C+,605.0,lv,25.16195,39.738620000000004,-14.576670000000004
4827,2016-09-01,2016-09-09,Utah,Dan Jones & Associates,C+,605.0,lv,24.86146,40.022259999999996,-15.160799999999995
8197,2016-09-01,2016-09-09,Utah,Dan Jones & Associates,C+,605.0,lv,25.1218,39.98885,-14.867049999999999
2418,2016-09-03,2016-09-09,U.S.,CVOTER International,C+,1260.0,lv,44.45348,45.823859999999996,-1.3703799999999973
2673,2016-09-03,2016-09-09,U.S.,USC Dornsife/LA Times,,2566.0,lv,46.95234,41.76005,5.19229
5817,2016-09-03,2016-09-09,U.S.,CVOTER International,C+,1260.0,lv,44.37978,46.00588,-1.626100000000001
6063,2016-09-03,2016-09-09,U.S.,USC Dornsife/LA Times,,2566.0,lv,46.84823,41.908590000000004,4.939639999999997
9242,2016-09-03,2016-09-09,U.S.,CVOTER International,C+,1260.0,lv,44.40914,45.77385,-1.3647100000000023
9497,2016-09-03,2016-09-09,U.S.,USC Dornsife/LA Times,,2566.0,lv,46.923159999999996,41.71735,5.2058099999999925
2014,2016-09-05,2016-09-09,U.S.,Ipsos,A-,1085.0,lv,38.35625,43.266009999999994,-4.9097599999999915
5410,2016-09-05,2016-09-09,U.S.,Ipsos,A-,1085.0,lv,38.26174,43.5831,-5.3213599999999985
8838,2016-09-05,2016-09-09,U.S.,Ipsos,A-,1085.0,lv,38.28112,43.4599,-5.178779999999996
558,2016-09-07,2016-09-09,South Carolina,Starboard Communications,,600.0,lv,37.620129999999996,49.84506,-12.22493
687,2016-09-07,2016-09-09,Florida,YouGov,B,1193.0,lv,46.16049,43.98106,2.1794300000000035
707,2016-09-07,2016-09-09,Ohio,YouGov,B,994.0,lv,48.17703,41.00176,7.175270000000005
2672,2016-09-07,2016-09-09,U.S.,The Times-Picayune/Lucid,,2043.0,lv,45.47306,42.515209999999996,2.9578500000000005
4001,2016-09-07,2016-09-09,South Carolina,Starboard Communications,,600.0,lv,37.5252,50.04137,-12.516170000000002
4146,2016-09-07,2016-09-09,Florida,YouGov,B,1193.0,lv,45.95498,44.21738,1.7376000000000005
4169,2016-09-07,2016-09-09,Ohio,YouGov,B,994.0,lv,47.97084,41.239979999999996,6.730860000000007
6060,2016-09-07,2016-09-09,U.S.,The Times-Picayune/Lucid,,2043.0,lv,45.41853,42.668040000000005,2.750489999999992
7383,2016-09-07,2016-09-09,South Carolina,Starboard Communications,,600.0,lv,37.59134,49.87231,-12.280969999999996
7512,2016-09-07,2016-09-09,Florida,YouGov,B,1193.0,lv,46.040929999999996,44.01482,2.0261099999999956
7532,2016-09-07,2016-09-09,Ohio,YouGov,B,994.0,lv,48.05702,41.03606,7.020960000000002
9496,2016-09-07,2016-09-09,U.S.,The Times-Picayune/Lucid,,2043.0,lv,45.41873,42.51429,2.904439999999994
467,2016-09-04,2016-09-10,Maine,SurveyUSA,A,779.0,lv,43.26672,40.865590000000005,2.401129999999995
598,2016-09-04,2016-09-10,Maine CD-2,SurveyUSA,A,397.0,lv,38.180209999999995,48.75685,-10.576640000000005
611,2016-09-04,2016-09-10,Maine CD-1,SurveyUSA,A,382.0,lv,50.344409999999996,32.96325,17.381159999999994
2396,2016-09-04,2016-09-10,U.S.,CVOTER International,C+,1244.0,lv,43.86517,46.2414,-2.3762299999999996
2661,2016-09-04,2016-09-10,U.S.,USC Dornsife/LA Times,,2565.0,lv,47.10403,41.52758,5.576450000000001
3910,2016-09-04,2016-09-10,Maine,SurveyUSA,A,779.0,lv,43.19913,41.138290000000005,2.060839999999992
4061,2016-09-04,2016-09-10,Maine CD-2,SurveyUSA,A,397.0,lv,38.11619,49.01921,-10.903019999999998
4070,2016-09-04,2016-09-10,Maine CD-1,SurveyUSA,A,382.0,lv,50.27362,33.24525,17.028370000000002
5790,2016-09-04,2016-09-10,U.S.,CVOTER International,C+,1244.0,lv,43.79466,46.40891,-2.6142499999999984
6050,2016-09-04,2016-09-10,U.S.,USC Dornsife/LA Times,,2565.0,lv,47.00311,41.66162,5.34149
7292,2016-09-04,2016-09-10,Maine,SurveyUSA,A,779.0,lv,43.22691,40.91363,2.313279999999999
7423,2016-09-04,2016-09-10,Maine CD-2,SurveyUSA,A,397.0,lv,38.14284,48.80199,-10.659150000000004
7436,2016-09-04,2016-09-10,Maine CD-1,SurveyUSA,A,382.0,lv,50.30242,33.01389,17.288529999999994
9220,2016-09-04,2016-09-10,U.S.,CVOTER International,C+,1244.0,lv,43.82417,46.187259999999995,-2.3630899999999926
9485,2016-09-04,2016-09-10,U.S.,USC Dornsife/LA Times,,2565.0,lv,47.078179999999996,41.48075,5.597429999999996
562,2016-09-06,2016-09-10,New Jersey,Rutgers University,B-,726.0,rv,51.986000000000004,34.558440000000004,17.42756
1986,2016-09-06,2016-09-10,U.S.,Ipsos,A-,1098.0,lv,39.83124,42.422059999999995,-2.5908199999999937
4007,2016-09-06,2016-09-10,New Jersey,Rutgers University,B-,726.0,rv,51.92537,34.69093,17.23444
5381,2016-09-06,2016-09-10,U.S.,Ipsos,A-,1098.0,lv,39.738620000000004,42.725429999999996,-2.9868099999999913
7387,2016-09-06,2016-09-10,New Jersey,Rutgers University,B-,726.0,rv,51.94287,34.52479,17.418079999999996
8810,2016-09-06,2016-09-10,U.S.,Ipsos,A-,1098.0,lv,39.75881,42.612429999999996,-2.8536199999999994
517,2016-09-07,2016-09-10,Texas,Emerson College,B,700.0,lv,37.94008,43.19119,-5.251109999999997
632,2016-09-07,2016-09-10,Massachusetts,MassINC Polling Group,A-,506.0,lv,56.48056,31.79562,24.684939999999997
3959,2016-09-07,2016-09-10,Texas,Emerson College,B,700.0,lv,37.87764,43.362829999999995,-5.485189999999996
4084,2016-09-07,2016-09-10,Massachusetts,MassINC Polling Group,A-,506.0,lv,56.3758,31.93324,24.442559999999997
7342,2016-09-07,2016-09-10,Texas,Emerson College,B,700.0,lv,37.9503,43.14762,-5.197320000000005
7457,2016-09-07,2016-09-10,Massachusetts,MassINC Polling Group,A-,506.0,lv,56.33409,31.855390000000003,24.4787
600,2016-09-08,2016-09-10,West Virginia,Just Win Strategies,,600.0,rv,32.69416,60.968140000000005,-28.27398000000001
2628,2016-09-08,2016-09-10,U.S.,The Times-Picayune/Lucid,,2317.0,lv,45.45472,41.472429999999996,3.982290000000006
4052,2016-09-08,2016-09-10,West Virginia,Just Win Strategies,,600.0,rv,32.60197,61.033919999999995,-28.431949999999993
6004,2016-09-08,2016-09-10,U.S.,The Times-Picayune/Lucid,,2317.0,lv,45.40422,41.61221,3.7920100000000048
7425,2016-09-08,2016-09-10,West Virginia,Just Win Strategies,,600.0,rv,32.692370000000004,60.85292,-28.160549999999994
9452,2016-09-08,2016-09-10,U.S.,The Times-Picayune/Lucid,,2317.0,lv,45.40334,41.46784,3.9354999999999976
599,2016-09-01,2016-09-11,Texas,Texas Lyceum,,502.0,lv,34.882540000000006,42.86355,-7.981009999999991
4059,2016-09-01,2016-09-11,Texas,Texas Lyceum,,502.0,lv,34.84082,43.13357,-8.292749999999998
7424,2016-09-01,2016-09-11,Texas,Texas Lyceum,,502.0,lv,34.86155,42.90569,-8.044139999999999
2378,2016-09-05,2016-09-11,U.S.,CVOTER International,C+,1260.0,lv,44.320890000000006,45.878170000000004,-1.5572799999999987
2644,2016-09-05,2016-09-11,U.S.,USC Dornsife/LA Times,,2596.0,lv,46.52975,42.024359999999994,4.505390000000006
2835,2016-09-05,2016-09-11,U.S.,SurveyMonkey,C-,16220.0,rv,44.371109999999994,43.70245,0.6686599999999956
5763,2016-09-05,2016-09-11,U.S.,CVOTER International,C+,1260.0,lv,44.25244,46.032140000000005,-1.7797000000000054
6024,2016-09-05,2016-09-11,U.S.,USC Dornsife/LA Times,,2596.0,lv,46.430890000000005,42.144859999999994,4.286030000000011
6211,2016-09-05,2016-09-11,U.S.,SurveyMonkey,C-,16220.0,rv,44.20789,43.97286,0.23503000000000185
9202,2016-09-05,2016-09-11,U.S.,CVOTER International,C+,1260.0,lv,44.282509999999995,45.82045,-1.537940000000006
9468,2016-09-05,2016-09-11,U.S.,USC Dornsife/LA Times,,2596.0,lv,46.50653,41.97395,4.532579999999996
9659,2016-09-05,2016-09-11,U.S.,SurveyMonkey,C-,16220.0,rv,44.21281,43.756809999999994,0.45600000000000307
543,2016-09-06,2016-09-11,Kansas,SurveyUSA,A,595.0,lv,36.97092,49.460370000000005,-12.489450000000005
567,2016-09-06,2016-09-11,Florida,Global Strategy Group,C+,800.0,lv,46.37995,43.96337,2.4165800000000033
620,2016-09-06,2016-09-11,Wyoming,DFM Research,B-,402.0,lv,20.71051,58.22426,-37.51375
3984,2016-09-06,2016-09-11,Kansas,SurveyUSA,A,595.0,lv,36.91979,49.67537,-12.755580000000002
4021,2016-09-06,2016-09-11,Florida,Global Strategy Group,C+,800.0,lv,46.31876,44.13474,2.1840199999999967
4071,2016-09-06,2016-09-11,Wyoming,DFM Research,B-,402.0,lv,20.65416,58.46793,-37.813770000000005
7368,2016-09-06,2016-09-11,Kansas,SurveyUSA,A,595.0,lv,36.94402,49.49256,-12.548539999999996
7392,2016-09-06,2016-09-11,Florida,Global Strategy Group,C+,800.0,lv,46.35602,43.991620000000005,2.3643999999999963
7445,2016-09-06,2016-09-11,Wyoming,DFM Research,B-,402.0,lv,20.72834,58.333059999999996,-37.60472
1961,2016-09-07,2016-09-11,U.S.,Ipsos,A-,1122.0,lv,41.3129,41.07928,0.23362000000000194
5350,2016-09-07,2016-09-11,U.S.,Ipsos,A-,1122.0,lv,41.2243,41.369609999999994,-0.14530999999999494
8785,2016-09-07,2016-09-11,U.S.,Ipsos,A-,1122.0,lv,41.24342,41.26597,-0.022550000000002512
1504,2016-09-08,2016-09-11,California,SurveyUSA,A,678.0,lv,57.90794,33.35199,24.555950000000003
4940,2016-09-08,2016-09-11,California,SurveyUSA,A,678.0,lv,57.86269,33.547129999999996,24.315560000000005
8329,2016-09-08,2016-09-11,California,SurveyUSA,A,678.0,lv,57.88612,33.37808,24.50804
645,2016-09-09,2016-09-11,Virginia,Public Policy Polling,B+,878.0,lv,46.491640000000004,40.84303,5.648610000000005
2631,2016-09-09,2016-09-11,U.S.,The Times-Picayune/Lucid,,2121.0,lv,45.44078,41.42537,4.015409999999996
4104,2016-09-09,2016-09-11,Virginia,Public Policy Polling,B+,878.0,lv,46.42416,41.05065,5.373510000000003
6003,2016-09-09,2016-09-11,U.S.,The Times-Picayune/Lucid,,2121.0,lv,45.39417,41.55085,3.8433200000000056
7470,2016-09-09,2016-09-11,Virginia,Public Policy Polling,B+,878.0,lv,46.45429,40.89522,5.559069999999998
9455,2016-09-09,2016-09-11,U.S.,The Times-Picayune/Lucid,,2121.0,lv,45.39314,41.41626,3.9768800000000013
665,2016-08-15,2016-09-12,U.S.,Utah Valley University,,854.0,lv,46.7269,39.43667,7.290230000000001
4137,2016-08-15,2016-09-12,U.S.,Utah Valley University,,854.0,lv,46.61587,39.6945,6.921370000000003
7490,2016-08-15,2016-09-12,U.S.,Utah Valley University,,854.0,lv,46.693740000000005,39.44696,7.246780000000008
876,2016-08-16,2016-09-12,U.S.,Pew Research Center,B+,3941.0,rv,46.93419,41.8447,5.089489999999998
4419,2016-08-16,2016-09-12,U.S.,Pew Research Center,B+,3941.0,rv,46.87304,42.10353,4.769510000000004
7701,2016-08-16,2016-09-12,U.S.,Pew Research Center,B+,3941.0,rv,46.84588,41.77905,5.066830000000003
526,2016-09-06,2016-09-12,South Carolina,Trafalgar Group,C,1247.0,lv,39.4603,53.07719,-13.616890000000005
551,2016-09-06,2016-09-12,Virginia,University of Mary Washington,,685.0,lv,43.24984,39.69017,3.559669999999997
2362,2016-09-06,2016-09-12,U.S.,CVOTER International,C+,1232.0,lv,44.25136,46.0142,-1.7628400000000042
2620,2016-09-06,2016-09-12,U.S.,USC Dornsife/LA Times,,2665.0,lv,44.85021,43.670390000000005,1.1798199999999923
3967,2016-09-06,2016-09-12,South Carolina,Trafalgar Group,C,1247.0,lv,39.364470000000004,53.25886,-13.894389999999994
4006,2016-09-06,2016-09-12,Virginia,University of Mary Washington,,685.0,lv,43.074009999999994,39.95896,3.1150499999999965
5750,2016-09-06,2016-09-12,U.S.,CVOTER International,C+,1232.0,lv,44.187259999999995,46.155440000000006,-1.968180000000011
5993,2016-09-06,2016-09-12,U.S.,USC Dornsife/LA Times,,2665.0,lv,44.7557,43.77816,0.9775399999999976
7351,2016-09-06,2016-09-12,South Carolina,Trafalgar Group,C,1247.0,lv,39.43764,53.09491,-13.657269999999997
7376,2016-09-06,2016-09-12,Virginia,University of Mary Washington,,685.0,lv,43.0978,39.79635,3.3014500000000027
9186,2016-09-06,2016-09-12,U.S.,CVOTER International,C+,1232.0,lv,44.21586,45.952729999999995,-1.7368699999999961
9444,2016-09-06,2016-09-12,U.S.,USC Dornsife/LA Times,,2665.0,lv,44.829879999999996,43.61623,1.2136499999999941
475,2016-09-07,2016-09-12,Florida,CNN/Opinion Research Corp.,A-,788.0,lv,45.335,47.22797,-1.8929699999999983
593,2016-09-07,2016-09-12,Ohio,CNN/Opinion Research Corp.,A-,769.0,lv,42.3513,46.248020000000004,-3.896720000000002
3922,2016-09-07,2016-09-12,Florida,CNN/Opinion Research Corp.,A-,788.0,lv,45.10802,47.50158,-2.3935599999999937
4047,2016-09-07,2016-09-12,Ohio,CNN/Opinion Research Corp.,A-,769.0,lv,42.1237,46.52332,-4.399619999999999
7300,2016-09-07,2016-09-12,Florida,CNN/Opinion Research Corp.,A-,788.0,lv,45.26657,47.2543,-1.987729999999999
7418,2016-09-07,2016-09-12,Ohio,CNN/Opinion Research Corp.,A-,769.0,lv,42.28247,46.274809999999995,-3.9923399999999916
1934,2016-09-08,2016-09-12,U.S.,Ipsos,A-,1125.0,lv,41.29896,41.23222,0.06674000000000291
5330,2016-09-08,2016-09-12,U.S.,Ipsos,A-,1125.0,lv,41.21425,41.50825,-0.29399999999999693
8758,2016-09-08,2016-09-12,U.S.,Ipsos,A-,1125.0,lv,41.23322,41.414390000000004,-0.1811700000000016
426,2016-09-09,2016-09-12,Ohio,Selzer & Company,A+,802.0,lv,41.173,46.2409,-5.067900000000002
3879,2016-09-09,2016-09-12,Ohio,Selzer & Company,A+,802.0,lv,41.21783,46.290279999999996,-5.072449999999996
7251,2016-09-09,2016-09-12,Ohio,Selzer & Company,A+,802.0,lv,41.12173,46.24633,-5.124600000000001
2651,2016-09-10,2016-09-12,U.S.,The Times-Picayune/Lucid,,1797.0,lv,46.41877,40.37693,6.0418400000000005
6030,2016-09-10,2016-09-12,U.S.,The Times-Picayune/Lucid,,1797.0,lv,46.37705,40.488040000000005,5.889009999999992
9475,2016-09-10,2016-09-12,U.S.,The Times-Picayune/Lucid,,1797.0,lv,46.37453,40.36368,6.010849999999998
637,2016-09-11,2016-09-12,North Carolina,"National Research, Inc.",B+,600.0,lv,44.44167,45.00119,-0.5595199999999991
4093,2016-09-11,2016-09-12,North Carolina,"National Research, Inc.",B+,600.0,lv,44.514509999999994,45.15064,-0.6361300000000085
7462,2016-09-11,2016-09-12,North Carolina,"National Research, Inc.",B+,600.0,lv,44.179629999999996,45.00732,-0.827690000000004
557,2016-09-12,2016-09-12,Illinois,We Ask America,C,955.0,rv,53.47201999999999,35.76566,17.706359999999997
3996,2016-09-12,2016-09-12,Illinois,We Ask America,C,955.0,rv,53.65149,35.626290000000004,18.025199999999998
7382,2016-09-12,2016-09-12,Illinois,We Ask America,C,955.0,rv,53.74128,35.459070000000004,18.28221
415,2016-09-07,2016-09-13,California,YouGov,B,1426.0,lv,52.1788,34.95387,17.22493
1812,2016-09-07,2016-09-13,Hawaii,Google Consumer Surveys,B,90.0,lv,47.70602,29.72167,17.984350000000003
1831,2016-09-07,2016-09-13,District of Columbia,Google Consumer Surveys,B,73.0,lv,46.55066,41.1132,5.4374600000000015
1860,2016-09-07,2016-09-13,North Dakota,Google Consumer Surveys,B,71.0,lv,33.82897,53.51841999999999,-19.689449999999994
1871,2016-09-07,2016-09-13,Wyoming,Google Consumer Surveys,B,63.0,lv,23.954079999999998,66.49261,-42.53853
1872,2016-09-07,2016-09-13,New Hampshire,Google Consumer Surveys,B,75.0,lv,42.35302,43.03236,-0.6793399999999963
1878,2016-09-07,2016-09-13,Rhode Island,Google Consumer Surveys,B,53.0,lv,45.39875,38.91086,6.48789
1886,2016-09-07,2016-09-13,Vermont,Google Consumer Surveys,B,72.0,lv,57.32394,26.915159999999997,30.408780000000004
1899,2016-09-07,2016-09-13,Delaware,Google Consumer Surveys,B,103.0,lv,41.153659999999995,36.4423,4.711359999999992
1910,2016-09-07,2016-09-13,Maine,Google Consumer Surveys,B,88.0,lv,40.94228,36.37082,4.571459999999995
1957,2016-09-07,2016-09-13,South Dakota,Google Consumer Surveys,B,82.0,lv,30.1397,51.27952,-21.139819999999997
1993,2016-09-07,2016-09-13,West Virginia,Google Consumer Surveys,B,94.0,lv,43.47254,43.50155,-0.029009999999999536
2008,2016-09-07,2016-09-13,Montana,Google Consumer Surveys,B,175.0,lv,35.23342,43.263259999999995,-8.029839999999993
2015,2016-09-07,2016-09-13,Alaska,Google Consumer Surveys,B,51.0,lv,30.805909999999997,49.5109,-18.704990000000002
2040,2016-09-07,2016-09-13,Idaho,Google Consumer Surveys,B,165.0,lv,19.15506,50.63153,-31.47647
2085,2016-09-07,2016-09-13,Arkansas,Google Consumer Surveys,B,175.0,lv,41.718,43.19847,-1.4804699999999968
2093,2016-09-07,2016-09-13,Mississippi,Google Consumer Surveys,B,224.0,lv,27.18972,64.28413,-37.09441
2100,2016-09-07,2016-09-13,New Mexico,Google Consumer Surveys,B,219.0,lv,49.68266,36.70628,12.976379999999999
2113,2016-09-07,2016-09-13,Oklahoma,Google Consumer Surveys,B,231.0,lv,28.782290000000003,52.644569999999995,-23.86227999999999
2115,2016-09-07,2016-09-13,Nebraska,Google Consumer Surveys,B,217.0,lv,31.03252,53.989230000000006,-22.956710000000005
2137,2016-09-07,2016-09-13,Nevada,Google Consumer Surveys,B,207.0,lv,35.06362,43.76912,-8.7055
2154,2016-09-07,2016-09-13,Kansas,Google Consumer Surveys,B,283.0,lv,44.617670000000004,36.80015,7.817520000000002
2156,2016-09-07,2016-09-13,Louisiana,Google Consumer Surveys,B,258.0,lv,33.46566,53.224340000000005,-19.758680000000005
2192,2016-09-07,2016-09-13,Kentucky,Google Consumer Surveys,B,368.0,lv,39.386559999999996,51.898990000000005,-12.512430000000009
2200,2016-09-07,2016-09-13,Connecticut,Google Consumer Surveys,B,304.0,lv,49.26875,34.804390000000005,14.464359999999992
2203,2016-09-07,2016-09-13,South Carolina,Google Consumer Surveys,B,374.0,lv,37.56296,46.97102,-9.408060000000006
2212,2016-09-07,2016-09-13,Tennessee,Google Consumer Surveys,B,534.0,lv,31.13597,57.14598,-26.01001
2216,2016-09-07,2016-09-13,Maryland,Google Consumer Surveys,B,454.0,lv,51.0054,34.02069,16.98471
2225,2016-09-07,2016-09-13,Alabama,Google Consumer Surveys,B,425.0,lv,26.005020000000002,64.5621,-38.55708
2226,2016-09-07,2016-09-13,Iowa,Google Consumer Surveys,B,411.0,lv,37.791270000000004,43.576029999999996,-5.7847599999999915
2252,2016-09-07,2016-09-13,Massachusetts,Google Consumer Surveys,B,481.0,lv,50.630790000000005,36.76879,13.862000000000002
2265,2016-09-07,2016-09-13,Oregon,Google Consumer Surveys,B,381.0,lv,49.76096,38.11253,11.648429999999998
2304,2016-09-07,2016-09-13,Georgia,Google Consumer Surveys,B,542.0,lv,38.03502,47.55125,-9.51623
2311,2016-09-07,2016-09-13,Washington,Google Consumer Surveys,B,613.0,lv,51.33976,32.677929999999996,18.661830000000002
2337,2016-09-07,2016-09-13,U.S.,Google Consumer Surveys,B,22726.0,lv,41.94905,42.23352,-0.2844699999999989
2341,2016-09-07,2016-09-13,U.S.,CVOTER International,C+,1245.0,lv,45.576879999999996,45.006609999999995,0.5702700000000007
2351,2016-09-07,2016-09-13,Colorado,Google Consumer Surveys,B,603.0,lv,43.64196,37.23688,6.405079999999998
2355,2016-09-07,2016-09-13,North Carolina,Google Consumer Surveys,B,779.0,lv,39.75538,45.82233,-6.0669499999999985
2357,2016-09-07,2016-09-13,Michigan,Google Consumer Surveys,B,681.0,lv,41.91046,39.21982,2.690640000000002
2361,2016-09-07,2016-09-13,Arizona,Google Consumer Surveys,B,601.0,lv,41.278659999999995,42.76449,-1.485830000000007
2379,2016-09-07,2016-09-13,Missouri,Google Consumer Surveys,B,636.0,lv,41.58376,41.38325,0.2005100000000013
2384,2016-09-07,2016-09-13,Indiana,Google Consumer Surveys,B,667.0,lv,38.10764,39.55115,-1.4435099999999963
2390,2016-09-07,2016-09-13,Virginia,Google Consumer Surveys,B,560.0,lv,44.37406,39.371340000000004,5.0027199999999965
2399,2016-09-07,2016-09-13,New Jersey,Google Consumer Surveys,B,729.0,lv,43.61339,42.20259,1.4108000000000018
2419,2016-09-07,2016-09-13,Wisconsin,Google Consumer Surveys,B,786.0,lv,44.77618,35.33062,9.445559999999993
