state,county,candidate,party,total_votes,won
New Hampshire,Walpole,Joe Biden,DEM,1470,True
New Hampshire,Walpole,Donald Trump,REP,834,False
New Hampshire,Walpole,Jo Jorgensen,LIB,43,False
New Hampshire,Walpole, Write-ins,WRI,0,False
New Hampshire,Westmoreland,Joe Biden,DEM,660,True
New Hampshire,Westmoreland,Donald Trump,REP,453,False
New Hampshire,Westmoreland,Jo Jorgensen,LIB,20,False
New Hampshire,Westmoreland, Write-ins,WRI,0,False
New Hampshire,Winchester,Donald Trump,REP,988,True
New Hampshire,Winchester,Joe Biden,DEM,986,False
New Hampshire,Winchester,Jo Jorgensen,LIB,45,False
New Hampshire,Winchester, Write-ins,WRI,0,False
New Hampshire,Berlin,Joe Biden,DEM,2147,True
New Hampshire,Berlin,Donald Trump,REP,1852,False
New Hampshire,Berlin,Jo Jorgensen,LIB,66,False
New Hampshire,Berlin, Write-ins,WRI,0,False
New Hampshire,Carroll,Donald Trump,REP,267,True
New Hampshire,Carroll,Joe Biden,DEM,266,False
New Hampshire,Carroll,Jo Jorgensen,LIB,5,False
New Hampshire,Carroll, Write-ins,WRI,0,False
New Hampshire,Clarksville,Donald Trump,REP,108,True
New Hampshire,Clarksville,Joe Biden,DEM,72,False
New Hampshire,Clarksville,Jo Jorgensen,LIB,3,False
New Hampshire,Clarksville, Write-ins,WRI,0,False
New Hampshire,Colebrook,Donald Trump,REP,630,True
New Hampshire,Colebrook,Joe Biden,DEM,418,False
New Hampshire,Colebrook,Jo Jorgensen,LIB,26,False
New Hampshire,Colebrook, Write-ins,WRI,0,False
New Hampshire,Columbia,Donald Trump,REP,235,True
New Hampshire,Columbia,Joe Biden,DEM,114,False
New Hampshire,Columbia,Jo Jorgensen,LIB,2,False
New Hampshire,Columbia, Write-ins,WRI,0,False
New Hampshire,Dalton,Donald Trump,REP,295,True
New Hampshire,Dalton,Joe Biden,DEM,231,False
New Hampshire,Dalton,Jo Jorgensen,LIB,2,False
New Hampshire,Dalton, Write-ins,WRI,0,False
New Hampshire,Dixville,Joe Biden,DEM,5,True
New Hampshire,Dixville,Donald Trump,REP,0,False
New Hampshire,Dixville,Jo Jorgensen,LIB,0,False
New Hampshire,Dixville, Write-ins,WRI,0,False
New Hampshire,Dummer,Donald Trump,REP,113,True
New Hampshire,Dummer,Joe Biden,DEM,67,False
New Hampshire,Dummer,Jo Jorgensen,LIB,4,False
New Hampshire,Dummer, Write-ins,WRI,0,False
New Hampshire,Errol,Donald Trump,REP,148,True
New Hampshire,Errol,Joe Biden,DEM,74,False
New Hampshire,Errol,Jo Jorgensen,LIB,1,False
New Hampshire,Errol, Write-ins,WRI,0,False
New Hampshire,Gorham,Joe Biden,DEM,906,True
New Hampshire,Gorham,Donald Trump,REP,748,False
New Hampshire,Gorham,Jo Jorgensen,LIB,29,False
New Hampshire,Gorham, Write-ins,WRI,3,False
New Hampshire,Jefferson,Donald Trump,REP,394,True
New Hampshire,Jefferson,Joe Biden,DEM,257,False
New Hampshire,Jefferson,Jo Jorgensen,LIB,11,False
New Hampshire,Jefferson, Write-ins,WRI,0,False
New Hampshire,Lancaster,Donald Trump,REP,874,True
New Hampshire,Lancaster,Joe Biden,DEM,817,False
New Hampshire,Lancaster,Jo Jorgensen,LIB,34,False
New Hampshire,Lancaster, Write-ins,WRI,10,False
New Hampshire,Milan,Donald Trump,REP,437,True
New Hampshire,Milan,Joe Biden,DEM,345,False
New Hampshire,Milan,Jo Jorgensen,LIB,12,False
New Hampshire,Milan, Write-ins,WRI,0,False
New Hampshire,Millsfield,Donald Trump,REP,16,True
New Hampshire,Millsfield,Joe Biden,DEM,5,False
New Hampshire,Millsfield,Jo Jorgensen,LIB,0,False
New Hampshire,Millsfield, Write-ins,WRI,0,False
New Hampshire,Northumberland,Donald Trump,REP,614,True
New Hampshire,Northumberland,Joe Biden,DEM,424,False
New Hampshire,Northumberland,Jo Jorgensen,LIB,18,False
New Hampshire,Northumberland, Write-ins,WRI,0,False
New Hampshire,Pittsburg,Donald Trump,REP,380,True
New Hampshire,Pittsburg,Joe Biden,DEM,158,False
New Hampshire,Pittsburg,Jo Jorgensen,LIB,7,False
New Hampshire,Pittsburg, Write-ins,WRI,0,False
New Hampshire,Randolph,Joe Biden,DEM,186,True
New Hampshire,Randolph,Donald Trump,REP,83,False
New Hampshire,Randolph,Jo Jorgensen,LIB,8,False
New Hampshire,Randolph, Write-ins,WRI,0,False
New Hampshire,Shelburne,Joe Biden,DEM,131,True
New Hampshire,Shelburne,Donald Trump,REP,122,False
New Hampshire,Shelburne,Jo Jorgensen,LIB,1,False
New Hampshire,Shelburne, Write-ins,WRI,0,False
New Hampshire,Stark,Donald Trump,REP,188,True
New Hampshire,Stark,Joe Biden,DEM,106,False
New Hampshire,Stark,Jo Jorgensen,LIB,1,False
New Hampshire,Stark, Write-ins,WRI,0,False
New Hampshire,Stewartstown,Donald Trump,REP,291,True
New Hampshire,Stewartstown,Joe Biden,DEM,117,False
New Hampshire,Stewartstown,Jo Jorgensen,LIB,5,False
New Hampshire,Stewartstown, Write-ins,WRI,0,False
New Hampshire,Stratford,Joe Biden,DEM,159,True
New Hampshire,Stratford,Donald Trump,REP,140,False
New Hampshire,Stratford,Jo Jorgensen,LIB,1,False
New Hampshire,Stratford, Write-ins,WRI,0,False
New Hampshire,Wentworth's Location,Donald Trump,REP,13,True
New Hampshire,Wentworth's Location,Joe Biden,DEM,4,False
New Hampshire,Wentworth's Location,Jo Jorgensen,LIB,1,False
New Hampshire,Wentworth's Location, Write-ins,WRI,0,False
New Hampshire,Whitefield,Donald Trump,REP,669,True
New Hampshire,Whitefield,Joe Biden,DEM,631,False
New Hampshire,Whitefield,Jo Jorgensen,LIB,21,False
New Hampshire,Whitefield, Write-ins,WRI,0,False
New Hampshire,Alexandria,Donald Trump,REP,616,True
New Hampshire,Alexandria,Joe Biden,DEM,440,False
New Hampshire,Alexandria,Jo Jorgensen,LIB,24,False
New Hampshire,Alexandria, Write-ins,WRI,0,False
New Hampshire,Ashland,Joe Biden,DEM,632,True
New Hampshire,Ashland,Donald Trump,REP,562,False
New Hampshire,Ashland,Jo Jorgensen,LIB,24,False
New Hampshire,Ashland, Write-ins,WRI,0,False
New Hampshire,Bath,Donald Trump,REP,353,True
New Hampshire,Bath,Joe Biden,DEM,259,False
New Hampshire,Bath,Jo Jorgensen,LIB,11,False
New Hampshire,Bath, Write-ins,WRI,0,False
New Hampshire,Benton,Donald Trump,REP,143,True
New Hampshire,Benton,Joe Biden,DEM,89,False
New Hampshire,Benton,Jo Jorgensen,LIB,3,False
New Hampshire,Benton, Write-ins,WRI,0,False
New Hampshire,Bethlehem,Joe Biden,DEM,1021,True
New Hampshire,Bethlehem,Donald Trump,REP,620,False
New Hampshire,Bethlehem,Jo Jorgensen,LIB,30,False
New Hampshire,Bethlehem, Write-ins,WRI,0,False
New Hampshire,Bridgewater,Donald Trump,REP,472,True
New Hampshire,Bridgewater,Joe Biden,DEM,364,False
New Hampshire,Bridgewater,Jo Jorgensen,LIB,17,False
New Hampshire,Bridgewater, Write-ins,WRI,4,False
New Hampshire,Bristol,Donald Trump,REP,994,True
New Hampshire,Bristol,Joe Biden,DEM,842,False
New Hampshire,Bristol,Jo Jorgensen,LIB,29,False
New Hampshire,Bristol, Write-ins,WRI,6,False
New Hampshire,Campton,Joe Biden,DEM,1120,True
New Hampshire,Campton,Donald Trump,REP,964,False
New Hampshire,Campton,Jo Jorgensen,LIB,45,False
New Hampshire,Campton, Write-ins,WRI,0,False
New Hampshire,Canaan,Joe Biden,DEM,1162,True
New Hampshire,Canaan,Donald Trump,REP,890,False
New Hampshire,Canaan,Jo Jorgensen,LIB,34,False
New Hampshire,Canaan, Write-ins,WRI,0,False
New Hampshire,Dorchester,Donald Trump,REP,124,True
New Hampshire,Dorchester,Joe Biden,DEM,105,False
New Hampshire,Dorchester,Jo Jorgensen,LIB,4,False
New Hampshire,Dorchester, Write-ins,WRI,0,False
New Hampshire,Easton,Joe Biden,DEM,167,True
New Hampshire,Easton,Donald Trump,REP,64,False
New Hampshire,Easton,Jo Jorgensen,LIB,3,False
New Hampshire,Easton, Write-ins,WRI,0,False
New Hampshire,Ellsworth,Joe Biden,DEM,45,True
New Hampshire,Ellsworth,Donald Trump,REP,32,False
New Hampshire,Ellsworth,Jo Jorgensen,LIB,1,False
New Hampshire,Ellsworth, Write-ins,WRI,0,False
New Hampshire,Enfield,Joe Biden,DEM,1777,True
New Hampshire,Enfield,Donald Trump,REP,930,False
New Hampshire,Enfield,Jo Jorgensen,LIB,58,False
New Hampshire,Enfield, Write-ins,WRI,0,False
New Hampshire,Franconia,Joe Biden,DEM,542,True
New Hampshire,Franconia,Donald Trump,REP,248,False
New Hampshire,Franconia,Jo Jorgensen,LIB,11,False
New Hampshire,Franconia, Write-ins,WRI,0,False
New Hampshire,Grafton,Donald Trump,REP,423,True
New Hampshire,Grafton,Joe Biden,DEM,345,False
New Hampshire,Grafton,Jo Jorgensen,LIB,16,False
New Hampshire,Grafton, Write-ins,WRI,0,False
New Hampshire,Groton,Donald Trump,REP,232,True
New Hampshire,Groton,Joe Biden,DEM,142,False
New Hampshire,Groton,Jo Jorgensen,LIB,6,False
New Hampshire,Groton, Write-ins,WRI,0,False
New Hampshire,Hanover,Joe Biden,DEM,6210,True
New Hampshire,Hanover,Donald Trump,REP,841,False
New Hampshire,Hanover,Jo Jorgensen,LIB,66,False
New Hampshire,Hanover, Write-ins,WRI,0,False
New Hampshire,Haverhill,Donald Trump,REP,1180,True
New Hampshire,Haverhill,Joe Biden,DEM,925,False
New Hampshire,Haverhill,Jo Jorgensen,LIB,39,False
New Hampshire,Haverhill, Write-ins,WRI,0,False
New Hampshire,Hebron,Donald Trump,REP,267,True
New Hampshire,Hebron,Joe Biden,DEM,239,False
New Hampshire,Hebron,Jo Jorgensen,LIB,14,False
New Hampshire,Hebron, Write-ins,WRI,3,False
New Hampshire,Holderness,Joe Biden,DEM,890,True
New Hampshire,Holderness,Donald Trump,REP,569,False
New Hampshire,Holderness,Jo Jorgensen,LIB,22,False
New Hampshire,Holderness, Write-ins,WRI,0,False
New Hampshire,Landaff,Donald Trump,REP,155,True
New Hampshire,Landaff,Joe Biden,DEM,126,False
New Hampshire,Landaff,Jo Jorgensen,LIB,4,False
New Hampshire,Landaff, Write-ins,WRI,0,False
New Hampshire,Lebanon,Joe Biden,DEM,5895,True
New Hampshire,Lebanon,Donald Trump,REP,1954,False
New Hampshire,Lebanon,Jo Jorgensen,LIB,100,False
New Hampshire,Lebanon, Write-ins,WRI,0,False
New Hampshire,Lincoln,Joe Biden,DEM,513,True
New Hampshire,Lincoln,Donald Trump,REP,397,False
New Hampshire,Lincoln,Jo Jorgensen,LIB,13,False
New Hampshire,Lincoln, Write-ins,WRI,0,False
New Hampshire,Lisbon,Donald Trump,REP,431,True
New Hampshire,Lisbon,Joe Biden,DEM,353,False
New Hampshire,Lisbon,Jo Jorgensen,LIB,12,False
New Hampshire,Lisbon, Write-ins,WRI,1,False
New Hampshire,Littleton,Joe Biden,DEM,1557,True
New Hampshire,Littleton,Donald Trump,REP,1507,False
New Hampshire,Littleton,Jo Jorgensen,LIB,51,False
New Hampshire,Littleton, Write-ins,WRI,0,False
New Hampshire,Lyman,Donald Trump,REP,208,True
New Hampshire,Lyman,Joe Biden,DEM,174,False
New Hampshire,Lyman,Jo Jorgensen,LIB,3,False
New Hampshire,Lyman, Write-ins,WRI,0,False
New Hampshire,Lyme,Joe Biden,DEM,1074,True
New Hampshire,Lyme,Donald Trump,REP,218,False
New Hampshire,Lyme,Jo Jorgensen,LIB,13,False
New Hampshire,Lyme, Write-ins,WRI,0,False
New Hampshire,Monroe,Donald Trump,REP,309,True
New Hampshire,Monroe,Joe Biden,DEM,227,False
New Hampshire,Monroe,Jo Jorgensen,LIB,8,False
New Hampshire,Monroe, Write-ins,WRI,0,False
New Hampshire,Orange,Donald Trump,REP,110,True
New Hampshire,Orange,Joe Biden,DEM,80,False
New Hampshire,Orange,Jo Jorgensen,LIB,6,False
New Hampshire,Orange, Write-ins,WRI,0,False
New Hampshire,Orford,Joe Biden,DEM,539,True
New Hampshire,Orford,Donald Trump,REP,269,False
New Hampshire,Orford,Jo Jorgensen,LIB,15,False
New Hampshire,Orford, Write-ins,WRI,0,False
New Hampshire,Piermont,Joe Biden,DEM,241,True
New Hampshire,Piermont,Donald Trump,REP,194,False
New Hampshire,Piermont,Jo Jorgensen,LIB,5,False
New Hampshire,Piermont, Write-ins,WRI,0,False
New Hampshire,Plymouth,Joe Biden,DEM,2214,True
New Hampshire,Plymouth,Donald Trump,REP,1123,False
New Hampshire,Plymouth,Jo Jorgensen,LIB,78,False
New Hampshire,Plymouth, Write-ins,WRI,0,False
New Hampshire,Rumney,Donald Trump,REP,527,True
New Hampshire,Rumney,Joe Biden,DEM,410,False
New Hampshire,Rumney,Jo Jorgensen,LIB,19,False
New Hampshire,Rumney, Write-ins,WRI,0,False
New Hampshire,Sugar Hill,Joe Biden,DEM,316,True
New Hampshire,Sugar Hill,Donald Trump,REP,153,False
New Hampshire,Sugar Hill,Jo Jorgensen,LIB,16,False
New Hampshire,Sugar Hill, Write-ins,WRI,0,False
New Hampshire,Thornton,Joe Biden,DEM,958,True
New Hampshire,Thornton,Donald Trump,REP,737,False
New Hampshire,Thornton,Jo Jorgensen,LIB,36,False
New Hampshire,Thornton, Write-ins,WRI,0,False
New Hampshire,Warren,Donald Trump,REP,275,True
New Hampshire,Warren,Joe Biden,DEM,189,False
New Hampshire,Warren,Jo Jorgensen,LIB,14,False
New Hampshire,Warren, Write-ins,WRI,0,False
New Hampshire,Waterville,Joe Biden,DEM,238,True
New Hampshire,Waterville,Donald Trump,REP,127,False
New Hampshire,Waterville, Write-ins,WRI,5,False
New Hampshire,Waterville,Jo Jorgensen,LIB,4,False
New Hampshire,Wentworth,Donald Trump,REP,323,True
New Hampshire,Wentworth,Joe Biden,DEM,280,False
New Hampshire,Wentworth,Jo Jorgensen,LIB,13,False
New Hampshire,Wentworth, Write-ins,WRI,4,False
New Hampshire,Woodstock,Joe Biden,DEM,480,True
New Hampshire,Woodstock,Donald Trump,REP,364,False
New Hampshire,Woodstock,Jo Jorgensen,LIB,14,False
New Hampshire,Woodstock, Write-ins,WRI,0,False
New Hampshire,Amherst,Joe Biden,DEM,4796,True
New Hampshire,Amherst,Donald Trump,REP,3208,False
New Hampshire,Amherst,Jo Jorgensen,LIB,133,False
New Hampshire,Amherst, Write-ins,WRI,0,False
New Hampshire,Antrim,Donald Trump,REP,779,True
New Hampshire,Antrim,Joe Biden,DEM,761,False
New Hampshire,Antrim,Jo Jorgensen,LIB,35,False
New Hampshire,Antrim, Write-ins,WRI,9,False
New Hampshire,Bedford,Joe Biden,DEM,7521,True
New Hampshire,Bedford,Donald Trump,REP,7052,False
New Hampshire,Bedford,Jo Jorgensen,LIB,166,False
New Hampshire,Bedford, Write-ins,WRI,0,False
New Hampshire,Bennington,Donald Trump,REP,424,True
New Hampshire,Bennington,Joe Biden,DEM,395,False
New Hampshire,Bennington,Jo Jorgensen,LIB,14,False
New Hampshire,Bennington, Write-ins,WRI,4,False
New Hampshire,Brookline,Joe Biden,DEM,1903,True
New Hampshire,Brookline,Donald Trump,REP,1647,False
New Hampshire,Brookline,Jo Jorgensen,LIB,78,False
New Hampshire,Brookline, Write-ins,WRI,0,False
New Hampshire,Deering,Donald Trump,REP,670,True
New Hampshire,Deering,Joe Biden,DEM,462,False
New Hampshire,Deering,Jo Jorgensen,LIB,26,False
New Hampshire,Deering, Write-ins,WRI,0,False
New Hampshire,Francestown,Joe Biden,DEM,592,True
New Hampshire,Francestown,Donald Trump,REP,534,False
New Hampshire,Francestown,Jo Jorgensen,LIB,26,False
New Hampshire,Francestown, Write-ins,WRI,0,False
New Hampshire,Goffstown,Donald Trump,REP,5040,True
New Hampshire,Goffstown,Joe Biden,DEM,4967,False
New Hampshire,Goffstown,Jo Jorgensen,LIB,183,False
New Hampshire,Goffstown, Write-ins,WRI,6,False
New Hampshire,Greenfield,Joe Biden,DEM,529,True
New Hampshire,Greenfield,Donald Trump,REP,466,False
New Hampshire,Greenfield,Jo Jorgensen,LIB,15,False
New Hampshire,Greenfield, Write-ins,WRI,0,False
New Hampshire,Greenville,Donald Trump,REP,532,True
New Hampshire,Greenville,Joe Biden,DEM,501,False
New Hampshire,Greenville,Jo Jorgensen,LIB,21,False
New Hampshire,Greenville, Write-ins,WRI,0,False
New Hampshire,Hancock,Joe Biden,DEM,875,True
New Hampshire,Hancock,Donald Trump,REP,408,False
New Hampshire,Hancock,Jo Jorgensen,LIB,15,False
New Hampshire,Hancock, Write-ins,WRI,0,False
New Hampshire,Hillsborough,Donald Trump,REP,1722,True
New Hampshire,Hillsborough,Joe Biden,DEM,1475,False
New Hampshire,Hillsborough,Jo Jorgensen,LIB,79,False
New Hampshire,Hillsborough, Write-ins,WRI,0,False
New Hampshire,Hollis,Joe Biden,DEM,3277,True
New Hampshire,Hollis,Donald Trump,REP,2468,False
New Hampshire,Hollis,Jo Jorgensen,LIB,80,False
New Hampshire,Hollis, Write-ins,WRI,0,False
New Hampshire,Hudson,Donald Trump,REP,7744,True
New Hampshire,Hudson,Joe Biden,DEM,6632,False
New Hampshire,Hudson,Jo Jorgensen,LIB,217,False
New Hampshire,Hudson, Write-ins,WRI,48,False
New Hampshire,Litchfield,Donald Trump,REP,2824,True
New Hampshire,Litchfield,Joe Biden,DEM,2497,False
New Hampshire,Litchfield,Jo Jorgensen,LIB,89,False
New Hampshire,Litchfield, Write-ins,WRI,0,False
New Hampshire,Lyndeborough,Joe Biden,DEM,564,True
New Hampshire,Lyndeborough,Donald Trump,REP,541,False
New Hampshire,Lyndeborough,Jo Jorgensen,LIB,33,False
New Hampshire,Lyndeborough, Write-ins,WRI,0,False
New Hampshire,Manchester,Joe Biden,DEM,29464,True
New Hampshire,Manchester,Donald Trump,REP,22127,False
New Hampshire,Manchester,Jo Jorgensen,LIB,1015,False
New Hampshire,Manchester, Write-ins,WRI,0,False
New Hampshire,Mason,Donald Trump,REP,535,True
New Hampshire,Mason,Joe Biden,DEM,380,False
New Hampshire,Mason,Jo Jorgensen,LIB,31,False
New Hampshire,Mason, Write-ins,WRI,3,False
New Hampshire,Merrimack,Joe Biden,DEM,8725,True
New Hampshire,Merrimack,Donald Trump,REP,7669,False
New Hampshire,Merrimack,Jo Jorgensen,LIB,303,False
New Hampshire,Merrimack, Write-ins,WRI,0,False
New Hampshire,Milford,Joe Biden,DEM,4644,True
New Hampshire,Milford,Donald Trump,REP,4123,False
New Hampshire,Milford,Jo Jorgensen,LIB,194,False
New Hampshire,Milford, Write-ins,WRI,0,False
New Hampshire,Mont Vernon,Joe Biden,DEM,1011,True
New Hampshire,Mont Vernon,Donald Trump,REP,730,False
New Hampshire,Mont Vernon,Jo Jorgensen,LIB,37,False
New Hampshire,Mont Vernon, Write-ins,WRI,0,False
New Hampshire,Nashua,Joe Biden,DEM,26770,True
New Hampshire,Nashua,Donald Trump,REP,17806,False
New Hampshire,Nashua,Jo Jorgensen,LIB,705,False
New Hampshire,Nashua, Write-ins,WRI,0,False
New Hampshire,New Boston,Donald Trump,REP,2036,True
New Hampshire,New Boston,Joe Biden,DEM,1826,False
New Hampshire,New Boston,Jo Jorgensen,LIB,60,False
New Hampshire,New Boston, Write-ins,WRI,12,False
New Hampshire,New Ipswich,Donald Trump,REP,2099,True
New Hampshire,New Ipswich,Joe Biden,DEM,962,False
New Hampshire,New Ipswich,Jo Jorgensen,LIB,62,False
New Hampshire,New Ipswich, Write-ins,WRI,0,False
New Hampshire,Pelham,Donald Trump,REP,5253,True
New Hampshire,Pelham,Joe Biden,DEM,3480,False
New Hampshire,Pelham,Jo Jorgensen,LIB,121,False
New Hampshire,Pelham, Write-ins,WRI,0,False
New Hampshire,Peterborough,Joe Biden,DEM,3090,True
New Hampshire,Peterborough,Donald Trump,REP,1246,False
New Hampshire,Peterborough,Jo Jorgensen,LIB,64,False
New Hampshire,Peterborough, Write-ins,WRI,0,False
New Hampshire,Sharon,Joe Biden,DEM,153,True
New Hampshire,Sharon,Donald Trump,REP,116,False
New Hampshire,Sharon,Jo Jorgensen,LIB,4,False
New Hampshire,Sharon, Write-ins,WRI,0,False
New Hampshire,Temple,Joe Biden,DEM,518,True
New Hampshire,Temple,Donald Trump,REP,432,False
New Hampshire,Temple,Jo Jorgensen,LIB,11,False
New Hampshire,Temple, Write-ins,WRI,0,False
New Hampshire,Weare,Donald Trump,REP,3213,True
New Hampshire,Weare,Joe Biden,DEM,2211,False
New Hampshire,Weare,Jo Jorgensen,LIB,97,False
New Hampshire,Weare, Write-ins,WRI,17,False
New Hampshire,Wilton,Joe Biden,DEM,1330,True
New Hampshire,Wilton,Donald Trump,REP,1090,False
New Hampshire,Wilton,Jo Jorgensen,LIB,53,False
New Hampshire,Wilton, Write-ins,WRI,0,False
New Hampshire,Windsor,Donald Trump,REP,91,True
New Hampshire,Windsor,Joe Biden,DEM,33,False
New Hampshire,Windsor,Jo Jorgensen,LIB,5,False
New Hampshire,Windsor, Write-ins,WRI,0,False
New Hampshire,Allenstown,Donald Trump,REP,1233,True
New Hampshire,Allenstown,Joe Biden,DEM,1050,False
New Hampshire,Allenstown,Jo Jorgensen,LIB,42,False
New Hampshire,Allenstown, Write-ins,WRI,0,False
New Hampshire,Andover,Joe Biden,DEM,844,True
New Hampshire,Andover,Donald Trump,REP,726,False
New Hampshire,Andover,Jo Jorgensen,LIB,18,False
New Hampshire,Andover, Write-ins,WRI,7,False
New Hampshire,Boscawen,Donald Trump,REP,1064,True
New Hampshire,Boscawen,Joe Biden,DEM,931,False
New Hampshire,Boscawen,Jo Jorgensen,LIB,45,False
New Hampshire,Boscawen, Write-ins,WRI,0,False
New Hampshire,Bow,Joe Biden,DEM,3256,True
New Hampshire,Bow,Donald Trump,REP,2167,False
New Hampshire,Bow,Jo Jorgensen,LIB,89,False
New Hampshire,Bow, Write-ins,WRI,0,False
New Hampshire,Bradford,Joe Biden,DEM,563,True
New Hampshire,Bradford,Donald Trump,REP,478,False
New Hampshire,Bradford,Jo Jorgensen,LIB,26,False
New Hampshire,Bradford, Write-ins,WRI,6,False
New Hampshire,Canterbury,Joe Biden,DEM,1009,True
New Hampshire,Canterbury,Donald Trump,REP,718,False
