company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_cert,has_bais_id,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,business_type,construction,year_established,number_employees,business_area_1,business_area_2,business_area_3,naics_1,naics_2,naics_3
"Mystic Scenic Studios, Inc.","Fabricator of scenery, staging and displays   ",,SBE,,false,true,293 Lenox Street Norwood MA 02062,Norwood,MA,02062,Mr. Jim Ray,,(781) 329-9006,,,Profit,false,,,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,"FB - Fabricators (Metals, Plastics)",,337212 - Custom Architectural Woodwork and Millwork Manufacturing ,"337215 - Showcase, Partition, Shelving, and Locker Manufacturing ",
"Nancy S. Timmerman, P.E.","Engineering consulting in acoustics and noise control, serving residential to industrial clients, with background in airports   ",WBE,SLBE,,false,false,25 Upton Street Boston MA 02118,Boston,MA,02118,Ms. Nancy S Timmerman,Owner,(617) 266-2595,(617) 266-2595,nstpe@hotmail.com,Profit,false,2001,Under 10,"COA - Consultants: Architecture, Engineering",CON - Consultants: Environmental,AE - Architects/Engineers,541330 - Engineering Services,,
Naratoone Security Corporation,Armed/unarmed security; medical/event security; alarm response  ,MBE,SLBE,,false,false,173B Norfolk Avenue Roxbury MA 02119,Roxbury,MA,02119,Okey A Chikere,Mr.,(617) 541-0099,(617) 541-0098,,Profit,false,1995,10-20,"SE - Security (Guards, Dogs, Systems)",,,561612 - Security Guards and Patrol Services ,,
Nava PBC,Web design and development; custom software design and development   ,MBE,,,false,false,1 Thomas Circle Washington DC 20005,Washington,DC,20005,Mr. Rohan Bhobe,CEO,(202) 765-9568,,legal@navapbc.com,Profit,false,2015,41-100,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)","COH - Consultants: Health, Psychological",COS - Consultants: Systems Analysis,541511 - Custom Computer Programming Services ,541512 - Computer Systems Design Services ,541519 - Other Computer Related Services
Nesam Cleaning Company,Janitorial cleaning; painting; landscaping   ,MWBE,SBE,,false,false,46 Marston Street Lawrence MA 01841,Lawrence,MA,01841,Ms. Agnes Fadarey,President,(978) 375-7910,,nesam@comcast.net,Profit,false,1997,Under 10,"JA - Janitorial Services/Supplies (see also MA, RS)","MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",RS - Residential Services,561720 - Janitorial Services ,561730 - Landscaping Services,561790 - Other Services to Buildings and Dwellings 
"Newbridge Recruiting Group, LLC",Permanent placement recruiting agency and human resource consulting   ,WBE,SBE,,true,true,153 Main Street North Reading MA 01864,North Reading,MA,01864,Ms. Ann Gallant,Manager,(866) 961-0006,(866) 961-0006,agallant@newbridgerecruiting.com,Profit,false,2011,Under 10,"EM - Employement (see also OS, TR)",COG - Consultants: Human Resources,,561311 - Employment Placement Agencies ,541612 - Human Resources Consulting Services ,
New Brock International,Painting contractors   ,MBE,SBE,,true,true,15 Cary Street  Brockton MA 02302,Brockton,MA,02302,Mr. Leland Brockington,President,(508) 584-8010,(508) 584-3050,kevinbtime@yahoo.com,Profit,true,1987,10-20,PA - Painting and Papering Contractors,"MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",,238320 - Painting and Wall Covering Contractors,,
"New Chapter Home Improvement, LLC","Interior and exterior painting services, handyman repair and maintenance management, small remodeling projects and apartment turnovers   ",MWBE,SBE,,true,true,168 River Street Cambridge MA 02139,Cambridge,MA,02139,Ms. Vicki Gray,Owner,(617) 299-2229,(617) 299-2229,info@newchapterhi.com,Profit,true,2013,Under 10,PA - Painting and Papering Contractors,"MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",RS - Residential Services,238320 - Painting and Wall Covering Contractors,238350 - Finish Carpentry Contractors,
New England Global Network LLC,"Public speaking; language services, ELS; education contracts; writing services; testing   ",WBE,SBE,,true,false,P.O. Box 72 Lanesboro MA 01237,Lanesboro,MA,01237,Ms. Christine Canning-Wilson,Owner,(413) 499-8939,(413) 442-1221,,Profit,false,2007,Under 10,TA - Training (see also ED),"ED - Education (see also OS, TA)",,611710 - Educational Support Services,,
"New England Herbal Foods, LLC",Manufacturer of all-natural foods snacks and beverages   ,MBE,,,false,false,357 Austin Street Newton MA 02465,Newton,MA,02465,Mr. Edward Notosoehardjo,Manager Partner,(617) 306-7706,(617) 245-8999,ed.noto@nehfllc.com,Profit,false,2003,Under 10,SU - Suppliers,"FD - Food Products, Services",,424510 - Grain and Field Bean Merchant Wholesalers ,,
"New England Mechanical Co., Inc.","Mechanical contractors:  HVAC, plumbing and sprinklers   ",MBE,SLBE,,true,false,35 Clarkwood Street Mattapan MA 02126,Mattapan,MA,02126,Mr. Lawrence D Ramsay,Mr.,(617) 549-6313,(617) 298-7472,snemco@aol.com,Profit,true,1995,Under 10,"ME - Mechanical Contractors (HVAC, Plumbing, Insulation, Service, see also GC, PB)",PB - Plumbing,GC - General Contractors,"238220 - Plumbing, Heating, and Air-Conditioning Contractors ",238990 - All Other Specialty Trade Contractors,
New England Medical Billing,"Medical billing and administration; ambulance billand and administration; School, Mass. Health billing and administration   mazation",WBE,,,true,false,19 Norfolk Avenue South Easton MA 02375,South Easton,MA,02375,Ms. Nancy M Dolgin,President,(508) 297-2068,(781) 961-6999,nancydolgin@nembgroup.com,Profit,false,1992,10-20,COI - Consultants: Insurance & Financial,COM - Consultants: Management,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",,,
"New England Window Systems, Inc.","Energy efficient windows (new and replacement), doors, entrance systems; glazing and related products and services   ",,SLBE,VOSB,false,true,30 H Street South Boston MA 02127,South Boston,MA,02127,Mr. Russell Hadaya,President,(617) 269-6397,(617) 269-8053,russell@fiberglasswindows.com,Profit,true,1980,Under 10,SU - Suppliers,,,238150 - Glass and Glazing Contractors ,238350 - Finish Carpentry Contractors,332321 - Metal Window and Door Manufacturing 
Newpoint Resources LLC,Temporary/contract labor; recruiting services   ,,SBE,,false,false,2 Doe Run Drive Newburyport MA 01950,Newburyport,MA,01950,Mr. Robert Smith,Owner,(978) 225-8472,(978) 225-8364,rob@newpointresources.com,Profit,false,,,"EM - Employement (see also OS, TR)",,,,,
Ninestone Corporation,"Program project management, IT and implementation support and services   ",WBE,,,true,false,16 Dudley Road Lexington MA 02421,Lexington,MA,02421,Ms. Jennifer Venditti,President,(781) 652-8204,(501) 631-3794,info@ninestone.com,Profit,false,2006,Under 10,COM - Consultants: Management,BU - Business Management Consultants,COS - Consultants: Systems Analysis,541512 - Computer Systems Design Services ,541519 - Other Computer Related Services,541611 - Administrative Management and General Management Consulting Services 
"Nitsch Engineering, Inc.",Civil engineers; land surveying; transportation engineering; sustainable site consulting; planning; and GIS services   ,WBE,SLBE,,true,true,2 Center Plaza Boston MA 02108,Boston,MA,02108,Ms. Lisa Brothers,President,(617) 338-0063,(617) 338-6472,marketing@nitscheng.com,Profit,false,1989,41-100,"AS - Architectural Support Services, Surveying","COA - Consultants: Architecture, Engineering",CE - Construction Estimating,541330 - Engineering Services,,
Nkechi Enterprises,Construction Management/Supplier: Jani- torial Equipment/Materials; Painting and Papering; Office Furniture and Supplies. ,MBE,,,false,false,355 Medford Street Somerville MA 02145,Somerville,MA,02145,Adeline N Amazu,Manager,(617) 623-9926,(617) 623-9926,aamazu@aol.com,Profit,false,2001,Under 10,"JA - Janitorial Services/Supplies (see also MA, RS)",PA - Painting and Papering Contractors,SU - Suppliers,,,
"Nobis Engineering, Inc.",Environmental consulting services and environmental remediation services; hydrogeologic evaluation and analysis;  civil and geotechnical engineering   ,MBE,,,true,true,18 Chenell Drive Concord NH 03301,Concord,NH,03301,Mr. Nannu Nobis,Chief Executive Officer,(603) 224-4182,(603) 224-2507,nnobis@nobiseng.com,Profit,false,1988,41-100,AE - Architects/Engineers,CON - Consultants: Environmental,COD - Consultants: Design,541330 - Engineering Services,,
"Northeast Traffic Control Services, Inc.","Furnishes, rents, leases, sells, installs, and maintains traffic safety equipment   ",,SBE,,true,true,P.O. Box 946 Plymouth MA 02362,Plymouth,MA,02362,Mr. Scott Spencer,President,(508) 746-4450,(508) 746-7160,,Profit,true,1996,Under 10,SU - Suppliers,SA - Safety Products,,,,
"North Shore Steel Company, Inc.",Fabrication and erection of misc. metals and ornamental iron   ,MBE,,,true,false,16 Oakville Street Lynn MA 01905,Lynn,MA,01905,Subhash Kakkar,President,(781) 598-1645,(781) 598-9700,,Profit,true,1954,Under 10,"RO - Road, Railroad, Highway, Bridge Contractors (see also PV)",PV - Paving Contractors,,332312 - Fabricated Structural Metal Manufacturing ,238120 - Structural Steel and Precast Concrete Contractors ,
Northstar Photography,"Digital and 35mm Photography for Special Events, Public Relations, etc  ",,SBE,,false,true,32 Oak Hill Road Wayland MA 01778,Wayland,MA,01778,Allan E Dines,Mr.,(508) 788-7208,(508) 788 7208,,Profit,false,1992,Under 10,PG - Photography,COP - Consultants: Public Relations,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,541922 - Commercial Photography ,"541921 - Photography Studios, Portrait ",
Nova Sheen Corporation,"Floor contractor/supply and installation carpet, tile, vinyl and rubber stair goods, vinyl sheet goods, vertical and horizontal v-blinds",MBE,SLBE,,true,true,P.O. Box 123 Boston MA 02121,Boston,MA,02121,"Mr. Don Straughter, Jr.",Owner,(617) 442-0488,(617) 442-0489,,Profit,true,1957,Under 10,"FL - Floor Contractors (Carpet, Tile, Linoleum)","DU - Draperies, Upholstery (Custom)","CL - Commercial Dry Cleaning, Laundry",,,
Nuestra Comunidad Development Corp.,"Mixed-income for-sale housing; low-income rental housing, construction and management; counseling services for home owners and buyers   management",MBE,,,false,true,56 Warren Street Roxbury MA 02119,Roxbury,MA,02119,Mr. David Price,Executive Director,(617) 989-1223,(617) 989-1216,dprice@nuestracdc.org,Not-for-Profit,false,,21-40,EC - Economic Development,HO - Housing Advocacy,"RE - Real Estate (Development, Management, Sales and Appraisals)",624190 - Other Individual and Family Services ,813319 - Other Social Advocacy Organizations ,925120 - Administration of Urban Planning and Community and Rural Development 
Numit Technologies LLC,IT consulting services   ,MBE,,,true,true,40 Mechanic Street Marlborough MA 01752,Marlborough,MA,01752,Mr. Lakshmikanta Laikangbam,President,(207) 632-1926,(508) 925-4704,lakshmikanta.laikangbam@numittech.com,Profit,false,2015,Under 10,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",COS - Consultants: Systems Analysis,,541511 - Custom Computer Programming Services ,,
"NXTevent, Inc.",Special event design; transportation management; airport meet and greet; dine arounds; hospitality management; tour programs; excursions; entertainment   ,WBE,SLBE,,true,true,60 K Street Boston MA 02127-1568,Boston,MA,02127-1568,Ms. Allyson O'Connor,CEO and Founder,(617) 904-9050,(617) 307-6257,ally@nxtevent.com,Profit,false,,Under 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,561920 - Convention and Trade Show Organizers,541613 - Marketing Consulting Services ,
Obbagy Consulting,Executive environmental and social leadership; qualitive environmental and social risk assessments   ,WBE,SBE,,true,true,28 Lenox Street Newton MA 02465,Newton,MA,02465,Ms. Jane Obbagy,Managing Director,(617) 921-1515,,jeo@obbagyconsulting.com,Profit,false,2015,Under 10,"EN - Environmental Consultants ( Planning, Soil Boring, Hazardous Waste Treatment, etc.)",BU - Business Management Consultants,,541620 - Environmental Consulting Services,541618 - Other Management Consulting Services ,
"Occusafe, Inc.","Occupational Safety/OSHA compliance training; distributor of safety equipment and supplies response, confined space extry safety & rescue, fork lift training & skill as- sessment; health & safety audits; etc.",WBE,SBE,,false,false,135 Mountain View Drive Belchertown MA 01007,Belchertown,MA,01007,Diane C Malachowski,President,(413) 323-1036,(413) 323-1039,,Profit,false,1995,Under 10,TA - Training (see also ED),SA - Safety Products,"ED - Education (see also OS, TA)",541620 - Environmental Consulting Services,,
O Donnell Sand & Gravel,"Suppliers: sand, gravel, crushed, washed stone, sitework, equipment rental, stump grinding and stone crushing opera- tion",WBE,SBE,,true,false,54 Grove Street Kingston MA 02364,Kingston,MA,02364,Ms. Mary K O'Donnell,President/Treasurer,(617) 688-6088,,mary@nofossilfuel.com,Profit,true,1984,Under 10,MU - Manufacturers,SU - Suppliers,TK - Trucking (Waste Disposal Commodities Transport),212321 - Construction Sand and Gravel Mining ,212322 - Industrial Sand Mining ,238910 - Site Preparation Contractors
"Off-Piste Design, Inc","Graphic design; copy writing and editing, publication design illustration, production; consulting and vendor handling ",WBE,SBE,,false,false,1165R Massachusetts Avenue Arlington MA 02476,Arlington,MA,02476,Thomas D Skehan,Mr.,(781) 646 1100,(781) 646 1130,,Profit,false,1997,Under 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,COD - Consultants: Design,COE - Consultants: Editorial,541430 - Graphic Design Services,541890 - Other Services Related to Advertising ,
"Oil Management Services, Corp.",Lubricant/petroleum product distributer; petroleum system maintenance; oil tank removal and installation; vehicle lifts and appurtenances; City of Boston G-12 license.  This is a Service Disabled Veteran Owned Small Business Enterprise (SDVOSBE).   ,,SBE,SDVOSB,false,true,201 Maquan Street Hanson MA 02341,Hanson,MA,02341,Mr. Dale Dennison,President,(617) 799-1335,(781) 293-5492,brenda@oms-corp.net,Profit,false,2009,,PP - Petroleum Products (Sales/Service),,,,,
"OKW, Inc.",Design and manufacturing of women's clothing  ,MBE,SLBE,,false,false,631 Tremont Street Boston MA 02118,Boston,MA,02118,Ms. Waheeda Ali-Salaam,owner,(617) 266-4114,(617) 266-6182,,Profit,false,1987,Under 10,AL - Apparel,,,,,
"Olmstead Associates, LLC",A boutique consultancy focused on driving operational agility into the investment management industry using a unique data-centric approach,,SLBE,,false,false,185 Devonshire Street Boston MA 02110,Boston,MA,02110,Mr. Stephen Alepa,CFO,(617) 807-6058,,alepa@olmst.com,Profit,false,1995,10-20,COM - Consultants: Management,COI - Consultants: Insurance & Financial,BU - Business Management Consultants,541611 - Administrative Management and General Management Consulting Services ,"541990 - All Other Professional, Scientific, and Technical Services",
"Omega World Travel, Inc.","Complete travel management services including air, hotel, car rail bookings; online booking tools and T & E solutions   ",WBE,,,false,false,3102 Omega Office Park Fairfax MA 22031,Fairfax,MA,22031,Ms. Gloria Bohan,President,(703) 359-0200,(703) 359-8889,proposals@owt.net,Profit,false,1972,Over 100,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,,,
"One Way Development, Inc.","General contractor specializing in remodeling, finish carpentry, interior and exterior painting   ",MBE,SLBE,,true,true,67 Kemble Street Roxbury MA 02119,Roxbury,MA,02119,Mr. Abraham Gonzalez,Owner,(617) 390-5469,(617) 390-5472,agonzalez@onewaydevelopment.com,Profit,true,2004,Under 10,GC - General Contractors,CA - Carpentry,PA - Painting and Papering Contractors,236118 - Residential Remodelers ,238350 - Finish Carpentry Contractors,238320 - Painting and Wall Covering Contractors
Only For You Design Concepts,Visual designer and interior design consultant   ,MWBE,SLBE,,false,false,68 Crawford Street Boston MA 02121,Boston,MA,02121,Ms. Crystal Glasford-Lodge,Owner,(617) 872-4769,,only4udesign@gmail.com,Profit,false,1998,Under 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,COD - Consultants: Design,,541410 - Interior Design Services,541490 - Other Specialized Design Services,
