"license_num","historicallicensenum","status","license_type","issued","expires","business_name","dba_name","comments","location_comments","opening","closing","patronsout","capacity","applicant","manager","day_phone","evening_phone","address","city","state","zip","gpsx","gpsy"
LB-102059,RETMW0090,Active,Retail Malt Wine,2013-11-22,2020-12-31,ISHTIAQ H. NAQVI,,NO SINGLE CANS OR BOTTLES BEER TO BE SOLD,THE PREMISES IS LOCATED ON THE STREET LEVEL AND HOUSES A CONVENIENCE STORE.  THERE IS ONE ENTRANCE/EXIT FOR PUBLIC ACCESS AT THE CORNER OF WASHINGTON STREET AND MASSACHUSETTS AVENUE.  A SEPARATE ENTRANCE/EXIT IS ON WASHINGTON STREET FOR EMERGENCIES AND DELIVERIES. STORAGE FOR THE LIQUOR WILL BE IN B,,"10:00 PM",,0.00, ISHTIAQ H. NAQVI, ISHTIAQ H. NAQVI,,"4013744514","1745   Washington ST",Roxbury,MA,"02118",770549.842321528,2948039.10174802
LB-98780,CLBAL0003,Active,Clb. All Alc.,2013-11-22,2020-12-31,"ALGONQUIN CLUB HEXAGON, LLC",ALGONQUIN CLUB,,"One rear entrance, private alley in rear; In whole of said building.  To: In whole of said building, including three rooms on the ground floor, four rooms on the first floor, three rooms on the second floor, four rooms on the third floor and eight guest rooms on the fourth floor; also to include a s",,"1:00 AM","1:30 AM",461.00, ALGONQUIN CLUB OF BOSTON, NORMAN B. HALL III,,(617)266-2400,"217    Commonwealth AVE",Boston,MA,"02116",769196.471192077,2953352.52804241
LB-99088,CV7AL0228,Active,CV7 All Alc.,2013-11-22,2020-12-31,"BOMBOLOTTI, INC.",,THURSDAY THROUGH SATURDAY 00 AM CLOSING HR SUNDAY THRU WEDNESDAY MIDNIGHT CLOSING HOUR,"In two rooms on first floor, with kitchen and seasonal dining terrace main entrance at 250 Hanover St., exits into parking lot and through terrace; in two rooms on second floor, with two seasonal terraces, emergency egress off terrace; basement for storage. Capacity 178 on 1st floor and 190 on 2nd f",,"1:00 AM","1:30 AM",368.00," BOMBOLOTTI, INC.", FLORINDO COLELLA,,"723-4577","250   Hanover ST",Boston,MA,"02113",776433.768398783,2957799.5210112
LB-99705,CV7MWL0006,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,RICHARD M. TRAVAGLIONE,RICARDO'S RISTORANTE,,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN REAR; STORAGE IN THE BASMENT.,,MIDNIGHT,"12:30 AM",90.00, RICHARD M. TRAVAGLIONE, RICHARD M. TRAVAGLIONE,,"438-7088","175-185   North ST",Boston,MA,"02113",0.0,0.0
LB-99756,CV7MWL0085,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,"SOC Noodles, Inc.",South of Clouds,MALT WINE LIQUEURS TO BE SERVED ONLY IN CONJUNCTION WITH MEALS NO BAR,IN ONE ROOM USED FOR DINING WITH KITCHEN AND STORAGE ON THE FIRST FLOOR; AND BASEMENT FOR STORAGE.,,"11:00 PM","11:30 PM",14.00," SOC Noodles, Inc.", PUI CHUNG SIU,,,"412A   Market ST",Brighton,MA,"02135",749931.68797414,2952591.94413769
LB-99488,CV7ALR0004,Active,CV7 All Alc. Restrict.,2013-11-22,2020-12-31,"SOUTH END VENTURE III, LLC",CINQUECENTO,"300 PERSONS TOTAL PATIO SEATING 60 PERSONS PRIVATE DINING SEATING 51 PERSONS BAR STOOLS 19 PERSONS BAR TABLES CHAIRS 22 PERSONS DINING TABLES CHAIRS 126 PERSONS STANDING PERSONS TEMPORARY BAR ON PATIO",IN TWO ROOMS INCLUDING FUNCTION ROOM ON GROUND FLOOR WITH KITCHEN AND BATHROOMS; ONE ROOM ON MEZZANINE LEVEL FOR DINING AND BAR AREA; AND A SEASONAL OUTDOOR PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 30 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M.( MANAGEMENT AGREEMENT APPROVED,,"2:00 AM","2:30 AM",300.00," South End Joint Venture III, LLC", JEFFREY GATES,,(617)721-0377,"490    Harrison AVE",Roxbury,MA,"02118",773555.028988138,2950003.71251929
LB-98954,CV7AL0074,Active,CV7 All Alc.,2013-11-22,2020-12-31,"STRETFORD END, INC.",BRIGHTON MUSIC HALL,       ,Two rear exits for emergency;in 1 room & kitchen area on the 1st floor; rear basement for stock.  476 persons - 38 persons seated; 438 persons standing,,"2:00 AM","2:30 AM",476.00," STRETFORD END, INC.", PATRICK D. MEHIGAN,,,"158   Brighton AVE",Allston,MA,"02134",755499.045835331,2953822.96823485
LB-99790,CV7MWL0141,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,"CHUCK'S CAFÉ, INC.",THE PARAMOUNT,MALT WINE LIQUEURS SERVED WITH FOOD ONLY SERVICE BAR ONLY,"CAFETERIA - STYLE RESTAURANT, LOCATED ON FIRST FLOOR, KITCHEN AT REAR, SAME LEVEL.  THUS, 2 ROOMS ON FIRST FLOOR. SOME STORAGE IN BASEMENT.",,"1:00 AM","1:30 AM",48.00," CHUCK'S CAFÉ, INC.", MICHAEL BISSANTI,,"6177201152","44    Charles ST",Boston,MA,"02114",772315.999994993,2955500.00001241
LB-98984,CV7AL0107,Active,CV7 All Alc.,2013-11-22,2020-12-31,"COSTELLO'S TAVERN, INC.",COSTELLO'S TAVERN,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS OPENING 10 00,Unnumbered entrance from parking lot in rear; in one room and kitchen on first floor; dining area and storage in basement.,,"2:00 AM","2:30 AM",150.00," COSTELLO'S TAVERN, INC.", MATTHEW T. GRIFFIN,,(617)522-9263,"717-723   Centre ST",Jamaica Plain,MA,"02130",760374.855055869,2938679.27276474
LB-99603,CV7MW0341,Active,CV7 Malt Wine,2013-11-22,2020-12-31,BAKED DAILY CORPORATION,PANIFICIO,MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,"In one room on the first floor; kitchen in the rear, storage in the basement.",,"10:00 PM","10:30 PM",29.00, BAKED DAILY CORPORATION, CHRISTOPHER SPAGNUOLO,,(617)227-4340,"144-162   Charles ST",Boston,MA,"02114",772113.557274804,2956497.45524533
LB-99497,CV7ALR0014,Active,CV7 All Alc. Restrict.,2013-11-22,2020-12-31,"348 CONGRESS LLC",DRINK/SPORTELLO/MENTON,,"FIRST FLOOR ONE ROOM AND BAR; BASEMENT FOR KITCHEN, STORAGE AND OFFICES; ENTRANCE AND EXITS ON CONGRESS STREET AND REAR ALLEY. CAPACITY BREAKDOWN: DRINK - 112 PATRONS; SPORTELLO - 49 PATRONS; MENTON - 140 PATRONS.",,"2:00 AM","2:30 AM",301.00, 348 CONGRESS LLC, BARBARA LYNCH,,"6177429991","348   Congress ST",Boston,MA,"02210",778227.985468358,2953124.17701435
LB-99297,CV7AL0471,Active,CV7 All Alc.,2013-11-22,2020-12-31,VAN LIN CORP,BARLOW'S,PATIO CONDITIONS PATIO CLOSING HOUR 10 00 ALCOHOL SERVICE ONLY IN CONJUNCTION WITH FOOD MUST BE STAFFED ALL TIMES Alcoholic Beverages to be served in conjunction with brunch on Sundays Noon,"IN ONE ROOM ON FIRST FLOOR; KITCHEN AND STORAGE IN CELLAR AND TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. - 10:00 P.M.  Capacity breakdown: 1st fl - 142 seated, 23 standing; lower level - 40 seated; patio - 64.",,"2:00 AM","2:30 AM",205.00, VAN LIN CORP, THOMAS DEVLIN,,"6179436210","241   A ST",Boston,MA,"02127",777526.574642722,2951627.97479711
LB-99865,CV7MWR0039,Active,CV7 Malt Wine Restrict.,2013-11-22,2020-12-31,"BUBOR CHA-CHA RESTAURANT, LLC",,,IN ONE DINING ROOM WITH KITCHEN ON FIRST FLOOR; STORAGE AND PREP AREA IN BASEMENT.,"10:00 AM","2:00 AM","2:30 AM",60.00," BUBOR CHA-CHA RESTAURANT, LLC", CHESTER WU,,(617)818-6888,"45   Beach ST",Boston,MA,"02111",774889.631709382,2953337.04509839
LB-99247,CV7AL0414,Active,CV7 All Alc.,2013-11-22,2020-12-31,"BARCELONA SOUTH END, LLC",BARCELONA,,"IN ONE (1) LARGE ROOM ON GROUND FLOOR WITH KITCHEN AND STORAGE IN THE REAR;  ENTRANCE/EXIT ON TREMONT STREET AND OUTDOOOR PATIO AREA;  TO INCLUDE OUTDOOR PATIO FOR 48 PATRONS ON PRIVATE PROPERTY. (237 INSIDE, 48 OUTSIDE)",,"1:00 AM","1:30 AM",285.00," BARCELONA SOUTH END, LLC", Isabella Delre,,(203)299-1415,"525   Tremont ST",Boston,MA,"02116",772145.335039735,2950981.62841099
LB-99826,CV7MWL0180,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,"605GF, INC.",GRASS FED,ALCOHOL WITH SALE FOOD ONLY,"TWO ENTRANCE/EXIT DOORS, OPEN FLOOR WITH 19 SEATS.  KITCHEN IN BACK; STORAGE DOWNSTAIRS IN BASEMENT.",,"11:00 PM","11:30 PM",19.00," 605GF, INC.", SOCRATES ABREU,,,"605    Centre ST",Jamaica Plain,MA,"02130",760491.000015974,2939969.99999794
LB-99383,CV7AL0579,Active,CV7 All Alc.,2013-11-22,2020-12-31,"79 PARK PLAZA, LLC",THE OYSTER CLUB,PATIO CONDITIONS HOURS 11 30 00 ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD PATIO TO BE STAFFED ALL TIMES,,,"2:00 AM","2:30 AM",300.00," 79 PARK PLAZA, LLC", CHRISTOPHER S. PARSONS,(617)388-0033,,"91   Park Pz",Boston,MA,"02116",772307.190360561,2953470.02772062
LB-101916,RETAL0113,Active,Retail All Alc.,2013-11-22,2020-12-31,M.E. LIQUORS CORPORATION,AVENUE LIQUORS,TRASH TO BE STORED INSIDE,One room first floor; cellar for stock. ,,"11:00 PM",,0.00, M.E. LIQUORS CORPORATION, MIROSLEIDY TEJEDA,,"8574131153","80-82  Savin Hill AVE",Dorchester,MA,"02125",776517.367870897,2939209.72185324
LB-99608,CV7MW0361,Active,CV7 Malt Wine,2013-11-22,2020-12-31,"CHAU CHOW III, LLC",CHAU CHOW,MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS NO BAR 11 00 CLOSING,"In two dining rooms on the first floor; kitchen in the rear, storage in the rear and in the basement",,"11:00 PM","11:30 PM",280.00," CHAU CHOW III, LLC", CLAYTON LUU,,(617)839-4128,"699    William T Morrissey BLVD",Dorchester,MA,"02122",777927.346432209,2933936.59996033
LB-98966,CV7AL0087,Active,CV7 All Alc.,2013-11-22,2020-12-31,Fenway Johnnie's LLC,FENWAY JOHNNIE'S,,"Three rear exits for emergency and stock; in one enlarged room on the first floor; one room, stockroom and kitchen in basement.  ",,"2:00 AM","2:30 AM",540.00, FENWAY JOHNNIE'S LLC, JOHN CARON,,,"96-98   Brookline AVE",Boston,MA,"02215",764491.3357317,2951409.4089366
LB-99132,CV7AL0283,Active,CV7 All Alc.,2013-11-22,2020-12-31,"ORIGINAL STOCKYARD, LLC",STOCKYARD,PATIO CONDITIONS 11 00 CLOSING HOUR ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS TO BE STAFFED ALL TIMES,"EMERGENCY EXITS IN REAR; IN ONE ROOM, BAR, LOUNGE, KITCHEN AND LOUNGE CAR ON FIRST FLOOR; SUMMER GARDEN (GLASS ENCLOSED) AND TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 46 PATRONS.",,"2:00 AM","2:30 AM",455.00," ORIGINAL STOCKYARD, LLC"," MICHAEL G. CONLON, JR.",,"6175293197","135    Market ST",Brighton,MA,"02134",751149.253863275,2955599.8056765
LB-99098,CV7AL0238,Active,CV7 All Alc.,2013-11-22,2020-12-31,"Patina BOS, LLC.",Banners Kitchen & Tap and Hub Hall featuring Momosan Ramen by Morimoto,,,,"2:00 AM","2:30 AM",597.00," PATINA BOS, LLC", DON M. BAILEY,(716)858-5000,,"80-82  Causeway St",Boston,MA,"02114",774628.606784228,2958574.97927649
LB-99298,CV7AL0472,Active,Inn. All Alc.,2013-11-22,2020-12-31,"BESPOKE HOSPITALITY, LLC",CAMBRIA,AM roofdeck close 10 PM patio AM interior,,,"2:00 AM","2:30 AM",0.00," BESPOKE HOSPITALITY, LLC", BRETT FODIMAN,(302)395-3459,,"6  W Broadway ",South Boston,MA,"02127",775921.344749519,2950338.72818444
LB-101965,RETAL0184,Active,Retail All Alc.,2013-11-22,2020-12-31,"ROSA'S LIQUORS, INC.",,Board granted petition to open 10 00 am on Sundays,Rear emergency exit leading to courtyard (Dorch. District) one room first floor; basement for stock.,,"11:00 PM",,0.00," ROSA'S LIQUORS, INC.", MARIA A. ROSA,,,"1568   Dorchester AVE",Dorchester,MA,"02122",774992.926077485,2933750.02332015
LB-99753,CV7MWL0082,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,"SCHIAFFO, INC.",CARMELINA'S,,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; STORAGE AND KITCHEN PREP IN BASEMENT.,,MIDNIGHT,"12:30 AM",38.00," SCHIAFFO, INC.", DAMIEN DIPAOLO,,(617)894-4462,"307-309   Hanover ST",Boston,MA,"02113",776657.476255029,2957942.03214268
LB-98809,CLBAL0038,Active,Clb. All Alc.,2013-11-22,2020-12-31,"PORT NORFOLK YACHT CLUB,INC.",,PATIO CONDITIONS 10 30 LAST CALL ALL PATRONS OFF PATIO 11 00 MEMBERS GUESTS,"179-181 WALNUT STREET, IN WHOLE OF SAID DINING ROOM, KITCHEN ON FIRST FLOOR AND IN WHOLE OF LOCATION ON 2ND FLOOR.  AND TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 25 PATRONS.120 SEATED @ FUNCTION HALL, 2'ND FLOOR 27 SEATED.",,"2:00 AM","2:30 AM",120.00," PORT NORFOLK YACHT CLUB,INC."," LAWRENCE F. PACINO, JR.",,"6176861771","179-181  Walnut ST",Dorchester,MA,"02122",780921.175282684,2931588.6047664
LB-99163,CV7AL0321,Active,CV7 All Alc.,2013-11-22,2020-12-31,"CAPITAL BURGER HOLDINGS, LLC",THE CAPITAL BURGER,ALCOHOL SERVICE WITH FOOD ONLY OUTDOOR PATIO TO CLOSE 10 00 OPENING ON SUNDAYS ALCOHOL SERVICE WITH BRUNCH PATIO CONDITION ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,,,"12:00 PM","12:30 PM",198.00," CAPITAL BURGER HOLDINGS, LLC", CHRISTOPHER W. SCOTT,,,"157-159   Newbury ST",Boston,MA,"02116",770092.08773692,2953174.72218624
LB-101975,RETAL0199,Active,Retail All Alc.,2013-11-22,2020-12-31,"PQT, Inc.",GREEN GARDENS LIQUOR & DELI,,In one room on first floor with storage in the basement.,,"11:00 PM",,0.00," PQT, INC.", TUNG N. TRAN,,,"35  W Milton ST",Hyde Park,MA,"02136",753260.000009239,2912680.00000453
LB-99274,CV7AL0444,Active,CV7 All Alc.,2013-11-22,2020-12-31,"HIGHLAND TAP OF BOSTON, INC.",AGA'S,Open 00 food service Only,"Rear entrance to kitchen from 1 Eustis Street; Bulkhead entrance on Eustis Street for stock; One room and kitchen on first floor; cellar for stock.  2128 WASHINGTON STREET, ROXBURY, MA  02119",,"2:00 AM","2:30 AM",103.00," HIGHLAND TAP OF BOSTON, INC.", FRANK ALEXOPOULOS,,"427-6514","2128     Washington ST",Boston,MA,"02119",0.0,0.0
LB-99685,CV7MW0534,Active,CV7 Malt Wine,2013-11-22,2020-12-31,OPA SEAPORT LLC,GReCO,,"3,037 square feet on first floor, open kitchen, walk-in refrigerator, dishwasher room 1 restroom. 3 entranes 3 exits.",,"10:00 PM","10:30 PM",49.00, OPA SEAPORT LLC, Demetri Tsolakis,,,"200   Pier 4 BLVD",Boston,MA,"02210",779815.876024178,2953632.23416328
LB-101914,RETAL0110,Active,Retail All Alc.,2013-11-22,2020-12-31,"CASTILLO BEER, WINE AND LIQUORS, LLC",,Board acknowledges granted petition to open 10 on Sundays,Retail Package Store located on the first floor consisting of one level. One entrance from Washington Street to one exit into a private & storage in basement.,,"11:00 PM",,0.00," CASTILLO BEER, WINE AND LIQUORS, LLC",CARLOS CASTILLO,(617)445-5000,,"2371    Washington ST",Roxbury,MA,"02119",768394.933495343,2945309.35062692
LB-99644,CV7MW0449,Active,CV7 Malt Wine,2013-11-22,2020-12-31,"Lucky Five Restaruant, Inc.",FIVE SPICE HOUSE RESTAURANT,NO BAR ALCOHOL WITH FOOD ONLY,"IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN, IN ONE ROOM ON THE SECOND FLOOR WITH KITCHEN; STORAGE IN THE BASEMENT AND DELIVERY ENTRANCE ON BACK OF BUILDING.  Capactiy breakdown: 1st fl - 28; 2nd fl - 50.",,"2:00 AM","2:30 AM",78.00," LUCKY FIVE RESTAURANT, INC.", CHANG K. LIU,(617)574-8888,,"58    Beach ST",Boston,MA,"02111",774980.869725466,2953414.40941846
LB-98926,CV7AL0045,Active,CV7 All Alc.,2013-11-22,2020-12-31,"GEORGE BEST, INC.",LIR,Closing hour 00AM Alcohol with food only tables Capacity 117 persons 1st floor 102 2nd 136 basement Service bar in Garbage to be stored rodentproof facility inside restaurant put out pick up one half before collection time No outside garbage storage No TV screens monitors dining section ALCOHOLIC BEVERAGES SERVED CONJUNCTION BRUNCH ON SUNDAYS 10 00,"IN ONE ROOM, KITCHEN AND LOUNGE AREA ON FIRST FLOOR; FUNCTION ROOM ON SECOND FLOOR; IN ONE ROOM FOR PATRON OCCUPANCY AND STORAGE IN BASEMENT.  EXIT TO ALLEY IN REAR.  Capacity breakdown: 1st fl - 117; 2nd fl - 102; basement - 136.",,"2:00 AM","2:30 AM",355.00," GEORGE BEST, INC.", PATRICK DECLAN MEHIGAN,,(617)778-0089,"903-905   Boylston ST",Boston,MA,"02115",768555.874743491,2952289.27575342
LB-98962,CV7AL0083,Active,GOP All Alc.,2013-11-22,2020-12-31,"COLONIAL TAVERN, INCORPORATED",JACQUES RESTAURANT,UNIFORMED SECURITY GUARD MUST BE STATIONED IN FRONT PREMISES FROM 11 00 TO GUARD MUST BE INSTRUCTED TO MOVE LOITERERS GUARD MUST BE INSTRUCTED TO CALL POLICE IF HE SHE OBSERVES ANY ILLEGAL ACTIVITY DOOR MUST REMAIN CLOSED TO PREVENT NOISE LICENSEE MUST RESPOND TO NEIGHBORHOOD COMPLAINTS WITHIN 24 HOURS amp MUST ATTEND BVNA MONTHLY MEETINGS LICENSEE MUST MEET WITH BPD COMMUNITY LIASON ON MONTHLY BASIS,Exit onto Piedmont Street; In two rooms and office on first floor; One room and stockroom in basement.  Capacity breakdown: basement - 117; 1st fl - 171.,,MIDNIGHT,"12:30 AM",288.00," Colonial Tavern, Inc.", KRISTIN TURILLI,,(617)426-8902,"77-79  Broadway ST",Boston,MA,"02116",773077.885179698,2952847.31933793
LB-99440,CV7AL0649,Active,CV7 All Alc.,2013-11-22,2020-12-31,"IWJ RESTAURANT GROUP, INC.",SOCIETY ON HIGH,CAPACITY SCENARIO 199 110 INTERIOR 89 EXTERIOR CAPACITY SCENARIO 360 INTERIOR 161 EXTERIOR BOARD GRANTED PERMISSION TO PROVIDE BOTTLE SERVICE ON LICENSED PREMISES,"IN ONE (1) ROOM ON GROUND FLOOR WITH KITCHEN AND STORAGE; OUTDOOR PATIO WITH SERVICE BAR ON PRIVATE PROPERTY; ENTRANCE ON HIGH STREET, EXIT THROUGH BUILDING LOBBY.",,"2:00 AM","2:30 AM",199.00," IWJ RESTAURANT GROUP, INC.", IAN W. JUST,,(617)905-1520,"99     High ST",Boston,MA,"02110",776491.999998882,2954430.00001141
LB-99072,CV7AL0210,Active,CV7 All Alc.,2013-11-22,2020-12-31,ARK BOSTON RSS CORP.,DURGIN PARK,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS FROM 11AM TO NOON Capacity breakdown 118 basement 101 st floor 280 nd 74 rd,"Main entrance on 340 Faneuil Hall Mkpl; Rear entrance & exit at 31 Clinton St; Unnumbered emergency exit & stock entrance on Faneuil Hall; In 1 rm, stkrm on 1st fl; 3 rms, kitchen & stkrm on 2nd fl; 1 rm & service area on third floor;  ",,"2:00 AM","2:30 AM",573.00, ARK BOSTON RSS CORP.,PATRICIA Y. REYES,,(617)227-2038,"331-340  Faneuil Hall Marketplace ",Boston,MA,"02109",776475.212413524,2956722.3607067
LB-98783,CLBAL0007,Active,Clb. All Alc.,2013-11-22,2020-12-31,"THE SUNSET BOCCE CLUB, INC.",THE BOCCE CLUB,,In whole of said building.  CAPACITY BREAKDOWN: 1ST FLOOR - 58; 2ND FLOOR - 74.,,"1:00 AM","1:30 AM",132.00," THE SUNSET BOCCE CLUB, INC.", PATRICK GREELEY,,(617)364-9879,"65    Danny RD",Hyde Park,MA,"02136",753554.797897518,2913293.0469491
LB-99758,CV7MWL0087,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,LISA DIPRIZIO,POCKET BILLIARD CLUB,,IN ONE ROOM WITH KITCHEN AND STORAGE ON FIRST FLOOR.( 14 POOL TABLES ),,"2:00 AM","2:30 AM",99.00, LISA DIPRIZIO, LISA DIPRIZIO,,,"981    Bennington ST",East Boston,MA,"02128",789253.000010759,2966169.99999034
LB-99758,CV7MWL0087,Active,CV7 Malt Wine Liq.,2013-11-22,2020-12-31,LISA DIPRIZIO,POCKET BILLIARD CLUB,,IN ONE ROOM WITH KITCHEN AND STORAGE ON FIRST FLOOR.( 14 POOL TABLES ),,"2:00 AM","2:30 AM",99.00, LISA DIPRIZIO, LISA DIPRIZIO,,,"981    Bennington ST",East Boston,MA,"02128",789253.000010759,2966169.99999034
LB-98948,CV7AL0068,Active,CV7 All Alc.,2013-11-22,2020-12-31,"Third Door Hospitality, LLC",,,,,"2:00 AM","2:30 AM",0.00," Third Door Hospitality, LLC", Mevzad Durakovic,,,"100     Federal ST",Boston,MA,"02110",776142.353630558,2954619.39492358
LB-102058,RETMW0089,Active,Retail Malt Wine,2013-11-22,2020-12-31,WOND CORPORATION,,Board acknowledges granted petition to open 10 on Sundays,MAIN ENTRANCE AND EXIT ON WASHINGTON STREET AND TWO PRIVATE EXITS AT EITHER SIDE OF THE REAR OF THE BUILDING.,,"11:00 PM",,0.00, WOND CORPORATION, WONDIMU ABEJE,,"6179562708","584    Washington ST",Brighton,MA,"02135",746541.238946989,2952753.33015385
LB-98939,CV7AL0058,Active,CV7 All Alc.,2013-11-22,2020-12-31,TYCOR CORPORATION,WARREN TAVERN,Permission to open 10 00 sale Alcoholic Beverages on Sundays Brunch,Two rooms and kitchen on the first floor; cellar for stock.,,"2:00 AM","2:30 AM",131.00, TYCOR CORPORATION, THOMAS DEVLIN,,"6179436210","2    Pleasant ST",Charlestown,MA,"02129",774219.464412764,2961686.68952218
LB-99650,CV7MW0459,Active,CV7 Malt Wine,2013-11-22,2020-12-31,"HUNTINGTON THEATRE COMPANY, INC.",CALDERWOOD PAVILION AT THE BCA,CONSUMPTION ALCOHOL ALLOWED IN SEATING AREA DURING LIVE PERFORMANCES ONLY NO MORE THAN DRINKS SERVED TO AN INDIVIDUAL ONE TIME LICENSEE MUST INSPECT IDENTIFICATION TO ENSURE PATRONS CONSUMING ALCOHOL OVER 21 YEARS AGE,"IN WHOLE OF SAID BUILDING; EXCEPT SMALL REHEARSAL HALL ON SECOND FLOOR AND, THE CAPITAL ARTS RESOURCE ROOM ON THE THIRD FLOOR.",,"1:00 AM","1:30 AM",929.00," HUNTINGTON THEATRE COMPANY, INC.", MICHAEL MASO,,(617)273-1526,"527   Tremont ST",Boston,MA,"02116",772146.528616124,2950964.59282071
LB-101622,INNAL0009,Active,Inn. All Alc.,2013-11-22,2020-12-31,"THE LENOX HOTEL,L.L.C",LENOX HOTEL,Sunday opening 11 00 Midnight closing on patio Alcohol with food only,"706-712 BOYLSTON ST: 61, 69 EXETER ST, IN WHOLE OF SAID BLDG & TO INCLUDE A SEASONAL SIDEWALK CAFE FOR 14 PATRONS THEREBY DELETING IN ONE ROOM ON 1ST FLR (EXETER ROOM), THEREBY DELETING FROM THE LICENSED PREMISES 704 BOYLSTON ST & A REAR DELIVERY DOOR ON E.  61,69 EXETER STREET, BOSTON, MA  02116",,"2:00 AM","2:30 AM",0.00," THE LENOX HOTEL,L.L.C", JEFFREY G. SAUNDERS,,"536-5300","61-69   Exeter ST",Boston,MA,"02116",769803.749304652,2952531.87575364
LB-99120,CV7AL0268,Active,CV7 All Alc.,2013-11-22,2020-12-31,"LANSDOWNE BOSTON RESTAURANT, LLC",HOUSE OF BLUES,PATIO CONDITIONS ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD PATIO TO BE STAFFED ALL TIMES ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10 00,"In three rooms with bathrooms and storage on first floor, in 5 rooms, kitchen & bathrooms on 2nd floor, including mezzanine & outdoor terrace; In 2 rooms & balcony with private boxes on 3rd floor & to include an outdoor patio on private property for 136 patrons. Capacity: first floor show concert 2,",,"2:00 AM","2:30 AM",2834.00," LANSDOWNE BOSTON RESTAURANT, LLC", P. DECLAN MEHIGAN,,(781)749-6759,"15-41   Lansdowne  ",Boston,MA,"02215",,
LB-101945,RETAL0155,Active,Retail All Alc.,2013-11-22,2020-12-31,"CSDM, CORP",THE WINE SHOP,Board acknowledged granted petition to open 10 00 on Sundays,Rear emergency exit; One room and storeroom first floor  ,,"11:00 PM",,0.00," CSDM, CORP", DEBRA A. MIGLINO,,"5087598194","370   Western AVE",Brighton,MA,"02135",754102.083333334,2956753.95833333
LB-99069,CV7AL0207,Active,CV7 All Alc.,2013-11-21,2020-12-31,"THE OCEANAIRE RESTAURANT COMPANY, INC.",THE OCEANAIRE SEAFOOD ROOM,       ,"ONE FLOOR AT STREET LEVEL AND ONE FLOOR AT BASEMENT LEVEL.  THE STREET LEVEL WILL CONSIST OF ONE OPEN DINING ROOM WITH A FIXED BAR, KITCHEN AND STORAGE IN BASEMENT LEVEL.  Capacity breakdown: 285 seated, 25 standing.",,"1:00 AM","1:30 AM",310.00," THE OCEANAIRE RESTAURANT COMPANY, INC.", RUSSELL AYOUB,,"6177422277","40   Court ST",Boston,MA,"02108",775270.423478233,2956180.00647733
LB-99218,CV7AL0380,Active,CV7 All Alc.,2013-11-21,2020-12-31,"222 FRIENDS, INC.","2TWENTY2",Board granted permission to provide Bottle Service,"IN ONE LARGE ROOM ON THE FIRST FLOOR WITH KITCHEN, ONE ENLARGED ROOM ON THE FIRST FLOOR WITH ENTRANCE AT 224 FRIEND STREET.  ONE ROOM ON SECOND FLOOR, CELLAR FOR STOCK.  Capacity breakdown: 128 seated, 145 standing.",,"2:00 AM","2:30 AM",273.00," 222 FRIENDS, INC.", ANTHONY J. DEPINTO,,(617)792-0643,"222   Friend ST",Boston,MA,"02114",774768.178819444,2958004.53993056
